key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN
COURAGE_DESC,Restores HP to an ally.\nHP restored varies based on guts.,Rend des PV à un allié. Le nombre de PV rendus varie selon l'audace du lanceur.,Restituisce PS a un alleato.\nIl numero di PS si basa sulla Combattività.,みかたひとりのHPを　かいふくする。\nガッツがたかいほど　かいふくするHPがふえる。,아군 한 명의 HP를 회복한다.\n회복량은 용기에 비례한다.,Recupera PV a un aliado.\nLa cantidad depende del coraje del usuario.,Recupera PV a un aliado.\nLa cantidad depende de las agallas del usuario.,Recupera o HP de um aliado. O HP recuperado varia de acordo com a coragem do usuário.,Przywraca HP sojusznikowi.\nPrzywrócone HP zależy od poziomu odwagi.,Heilt KP eines Verbündeten.\nGeheilte KP variieren je nach Mut.,Частично восстанавливает здоровье союзника.\nКол-во восстанавливаемых ОЗ зависит от дерзости.,Відновлює ОЗ союзнику.\nКількість відновленого ОЗ залежить від Сміливості.,恢复一名队友的HP值。\n回复量取决于自身勇气值。
COURAGE_ART,,,,,"는,가,를,와",,,,",Odwagi",,"моральный дух,морального духа,моральному духу,моральный дух","відвага,відваги,відвазі,відвагу",
COURAGE_DIALOG,{n0}{name} encouraged {t1}{target}!,{n0}{name} encourage {t1}{target} ¦,{n0}{name} incoraggia {t1}{target}!,{name}は　{target}を　ゆうきづけた！,{name}{n0} {target}{t2} 격려했다!,¡{n0}{name} animó {t5}{target}!,¡{n0}{name} ha animado {t5}{target}!,{n0}{name} encorajou {t1}{target}!,{name} zachęcił{n4} {t3}!,{n0}{n10} machte {t5}{t13} Mut!,{name} подбодрил{n6} {t3}!,{name} підбадьори{n6} {t3}!,{n0}{name}鼓励了{t1}{target}！
COURAGE_DIALOG_SELF,{n0}{name} gathered {n4} courage!,{n0}{name} rassemble son courage ¦,{n0}{name} chiama a sé tutto il suo coraggio!,{name}は　ゆうきを　ふりしぼった！,{name}{n0} 용기를 모았다!,¡{n0}{name} reunió coraje!,¡{n0}{name} ha reunido coraje!,{n0}{name} se sentiu mais confiante!,{name} zebrał{n4} w sobie odwagę!,{n0}{n10} sammelte seinen Mut!,{name} собрал{n8} с духом!,{name} зібра{n6}ся з духом!,{n0}{name}鼓起了勇气！
CRITICALTHINKING_NAME,Critical Thinking,Pensée critique,Pensiero critico,たちばをかんがえる,비판적 사고,Pensamiento crítico,Pensamiento crítico,Pensamento Crítico,Myślenie Krytyczne,Kritisches Denken,Критическая оценка,Критичне мислення,批判性思考
CRITICALTHINKING_DESC,Try to assess the current situation.,Permet d'essayer de prendre la mesure de la situation.,Valuta la situazione attuale.,じしんの　たちばを\nあらためて　かんがえる。,지금 상황을 다시 한번 되돌아보자.,Intenta analizar la situación actual.,Intenta analizar la situación actual.,Tenta analisar a situação atual.,Stara się ocenić obecną sytuację.,Versucht die Situation einzuschätzen.,Анализ сложившейся ситуации.,Спробувати оцінити поточну ситуацію.,尝试评估当前局势。
CRITICALTHINKING_DIALOG,{n0}{name} tried sizing up the situation!,{n0}{name} tente de prendre la mesure de la situation ¦,{n0}{name} cerca di valutare la situazione!,{name}は\nたちばを　かんがえた・・・。,{name}{n0} 상황 파악을 시작했다!,¡{n0}{name} intentó analizar la situación!,¡{n0}{name} ha intentado analizar la situación!,{n0}{name} tentou analisar a situação!,{name} próbował{n4} ocenić sytuację!,"{n0}{n10} versuchte, die Situation einzuschätzen!",{name} попробовал{n6} оценить обстановку!,{name} спробува{n6} оцінити ситуацію!,{n0}{name}试着评估当前局势！
CURVEBALL_NAME,Curveball,Balle courbe,Palla curva,カーブボール,커브볼,Bola curva,Bola curva,Bola Curva,Podkręcony Rzut,Effetball,Кручёный мяч,Крива подача,曲线球
CURVEBALL_DESC,Hit all enemies for lower damage.,Inflige des dégâts mineurs à tous les ennemis.,Infligge danno leggero contro tutti i nemici.,てきぜんたいに　こうげきできる。\nダメージは　ひかえめ。,모든 적에게 약간의 피해를 준다.,"Golpea a todos los enemigos, causando poco daño.",Inflige poco daño a todos los enemigos.,Acerta todos os inimigos causando um dano pequeno.,Zadaje niskie obrażenia wszystkim wrogom.,Trifft alle Gegner mit geringem Schaden.,Наносит всем врагам небольшой урон.,Завдає усім ворогам невеликої шкоди.,对全体敌人造成少量伤害。
CURVEBALL_ART,,,,,"은,이,을,과",,,,",Podkręconego Rzutu",,"кручёный мяч,кручёного мяча,кручёному мячу,кручёный мяч","крива подача,кривої подачі,кривій подачі,криву подачу",
DARKNESS_NAME,Darkness,Ténèbres,Oscurità,ダークネス,어둠,Oscuridad,Oscuridad,Escuridão,Ciemność,Dunkelheit,Мрак,Темрява,黑暗
DARKNESS_ART,,,,,"은,이,을,과",,,,",Ciemności",,"Мрак,Мрака,Мраку,Мрак","темрява,темряви,темряві,темряву",
DARKNESSA_DESC,Blinds one enemy.,Aveugle un ennemi.,Acceca un nemico.,１たいを　もうもくにする。,적 하나의 시야를 방해한다.,Ciega a un enemigo.,Ciega a un enemigo.,Cega um inimigo.,Oślepia jednego wroga.,Erblinet einen Gegner.,Ослепление врага.,Засліплює одного ворога.,使一名敌人失明。
DARKNESSO_DESC,Blinds all enemies.,Aveugle tous les ennemis.,Acceca tutti i nemici.,ぜんたいを　もうもくにする。,적 모두의 시야를 방해한다.,Ciega a los enemigos.,Ciega a todos los enemigos.,Cega todos os inimigos.,Oślepia wszystkich wrogów.,Erblinet alle Gegner.,Ослепление всех врагов.,Засліплює всіх ворогів.,使全体敌人失明。
DARLINGSMILE_NAME,Darling Smile,Grand sourire,Sorriso adorabile,ふてきにほほえむ,사랑스러운 미소,Sonrisa encantadora,Sonrisa encantadora,Sorriso Encantador,Czarujący Uśmiech,Reizendes Lächeln,Чарующая улыбка,Чарівна посмішка,迷人微笑
DARLINGSMILE_DESC,"A simple smile, but one that foreshadows a devastating attack.","Un simple sourire, mais qui laisse présager une attaque dévastatrice.","Un semplice sorriso, che preannuncia un attacco devastante.",ふおんなみらいを　おもわせる　ふてきなえがお。,"단순한 미소지만, 파멸적인 공격을 예고하는 미소다.","Una simple sonrisa, pero que presagia un ataque devastador.",Una sonrisa que presagia un ataque devastador.,"Um simples sorriso, porém, que prevê um ataque devastador.","Prosty uśmiech, ale zwiastuje druzgocący atak.","Ein simples Lächeln, das jedoch etwas verheerendes ankündigt.","Обычная улыбка, скрывающая за собой ужасающую атаку.","Звичайна посмішка, що приховує за собою жахливу атаку.",一个简单的微笑，但预示着一次毁灭性的打击。
DARLINGSMILE_DIALOG,{n0}{name} smiled a darling smile!,{n0}{name} affiche un large sourire ¦,{n0}{name} fa un sorriso adorabile!,{name}は　ふてきにほほえんだ！,{name}{n0} 사랑스러운 미소를 지어 보였다!,¡{n0}{name} sonríe de manera encantadora!,¡{n0}{name} sonríe de forma encantadora!,{n0}{name} deu um sorriso encantador!,{name} czarująco się uśmiecha!,{n0}{n10} lächelte hinreizend!,{name} улыбнул{n8} чарующей улыбкой!,{name} засяя{n6} чарівною посмішкою!,{n0}{name}露出了迷人的微笑！
DEFENSEDOWN_NAME,Defense Down,Défense diminuée,Difesa Giù,ディフェンスダウン,디펜스 다운,Defensa minus,Defensa minus,Defesa (-),Obrona Minus,Verteidigung Ab,Защита ↓,Захист ↓,防御下降
DEFENSEDOWN_ART,,,,,"은,이,을,과",,,,",Obrony Minus",,"Защита ↓,Защиты ↓,Защите ↓,Защиту ↓","Захист ↓,Захисту ↓,Захистові ↓,Захист ↓",
DEFENSEDOWNA_DESC,Lowers one enemy's Defense.\nEffective when stacked.,Réduit la défense d'un ennemi.\nEffet cumulable.,Abbassa la Difesa di un nemico.\nEffetto cumulabile.,１たいの　ディフェンスをさげる。\nかさねてつかうと　こうかてき。,적 하나의 방어력을 낮춘다.\n중첩할 수록 효과적이다.,Baja la defensa de un enemigo.\nDe efecto acumulable.,Reduce la defensa de un enemigo.\nDe efecto acumulable.,Reduz a Defesa de um inimigo.\nPode ser acumulado.,Obniża obronę jednego wroga.\nMożna nałożyć wielokrotnie.,Verringert die Verteidigung eines Gegners.\nGestapelt wirksam.,Понижает защиту врага.\nЭффект усиливается при повторном использовании.,Знижує Захист одного ворога.\nЕфект посилюється при повторному використанні.,降低一名敌人的防御力。\n叠加使用效果更加显著。
DEFENSEDOWNO_DESC,Lowers all enemies' Defense.\nEffective when stacked.,Réduit la défense de tous les ennemis.\nEffet cumulable.,Abbassa la Difesa di tutti i nemici.\nEffetto cumulabile.,ぜんたいの　ディフェンスをさげる。\nかさねてつかうと　こうかてき。,적 모두의 방어력을 낮춘다.\n중첩할 수록 효과적이다.,Baja la defensa de los enemigos.\nDe efecto acumulable.,Reduce la defensa de todos los enemigos.\nDe efecto acumulable.,Reduz a Defesa de todos os inimigos.\nPode ser acumulado.,Obniża obronę wszystkich wrogów.\nMożna nałożyć wielokrotnie.,Verringert die Verteidigung aller Gegner.\nGestapelt wirksam.,Понижает защиту всех врагов.\nЭффект усиливается при повторном использовании.,Знижує Захист всіх ворогів.\nЕфект посилюється при повторному використанні.,降低全体敌人的防御力。\n叠加使用效果更加显著。
DEFENSEUP_NAME,Defense Up,Défense augmentée,Difesa Su,ディフェンスアップ,디펜스 업,Defensa plus,Defensa plus,Defesa (+),Obrona Plus,Verteidigung Auf,Защита ↑,Захист ↑,防御提高
DEFENSEUP_ART,,,,,"는,가,를,와",,,,",Obrony Plus",,"Защита ↑,Защиты ↑,Защите ↑,Защиту ↑","Захист ↑,Захисту ↑,Захисту ↑,Захист ↑",
DEFENSEUPA_DESC,Raises one ally's Defense.\nEffective when stacked.,Augmente la défense d'un allié.\nEffet cumulable.,Aumenta la Difesa di un alleato.\nEffetto cumulabile.,みかたひとりの　ディフェンスをあげる。\nかさねると　こうかてき。,한 명의 디펜스를 증가시킨다.\n중첩될 수록 더욱더 효과적이다!,Aumenta la defensa de un aliado.\nDe efecto acumulable.,Aumenta la defensa de un aliado.\nDe efecto acumulable.,Aumenta a defesa de um aliado.\nPode ser acumulado.,Zwiększa obronę jednego sojusznika.\nMożna nałożyć wielokrotnie.,Erhöht die Verteidigung eines Verbündeten.\nKann gestapelt werden.,Повышает защиту союзника.\nЭффект усиливается при повторном использовании.,Піднімає Захист одного союзника.\nЕфективно при повторному використанні.,提升一位伙伴的防御力。\n叠加使用效果更加显著。
DEHYDRATINGATTACK_NAME,Dehydrating Attack,Attaque déshydratante,Attacco disidratante,だっすいこうげき,탈수 공격,Ataque deshidratante,Ataque deshidratante,Ataque Desidratante,Atak Odwadniający,Dehydrations-Angriff,Иссушающая атака,Зневоднююча атака,脱水攻击
DEHYDRATINGATTACK_DESC,Deals minor damage to an enemy and drains their PP.,Inflige des dégâts mineurs à un ennemi et réduit ses PP.,Infligge danni lievi a un nemico e ne assorbe i PP.,てきに　かるいダメージをあたえて　PPもすいとる。,적에게 약간의 피해를 주고 PP를 소모한다.,Inflige daño leve a un enemigo y drena sus PP.,Inflige daño leve a un enemigo y drena sus PP.,Causa dano leve a um inimigo e absorve o seu PP.,Zadaje małe obrażenia wrogowi i wysysa z niego PP.,Fügt einem Gegner geringen Schaden zu und entzieht ihm PP.,Немного ранит врага и истощает его запас ОП.,Завдає незначної шкоди ворогові і висмоктує його ОП.,对敌人造成少量伤害，并吸取PP。
DEHYDRATINGATTACK_DIALOG,{n0}{name} used a dehydrating attack!,{n0}{name} effectue une attaque déshydratante ¦,{n0}{name} usa un attacco disidratante!,{name}の　だっすいこうげき！,{name}{n0} 탈수 공격을 사용했다!,¡{n0}{name} usó ataque deshidratante!,¡{n0}{name} ha usado un ataque deshidratante!,{n0}{name} usou um ataque desidratante!,{name} użył{n4} ataku odwadniającego!,{n0}{n10} benutzte einen dehydrierenden Angriff!,{name} использует иссушающую атаку!,{name} використа{n6} зневоднюючу атаку!,{n0}{name}使出了脱水攻击！
DISTORTOBOOST_NAME,Reconfiguration,Reconfiguration,Riconfigurazione,,재구성,Reajuste,Reajuste,Reajuste,Rekonfiguracja,Neukonfigurieren,Перенастройка,Реконфігурація,重新设置
DISTORTOBOOST_DIALOG,{n0}{name} tinkered with {t1}{target}!,{name} bidouille {t1}{target} ¦,{name} armeggia con {t1}{target}!,,{name}{n0} {target}{t2} 어설프게 수리했다!,¡{name} reajustó {t5}{target}!,¡{name} ha trasteado con {t1}{target}!,{name} ajustou os circuitos d{t4} {target}!,{name} pomajstrował{n4} przy {t6}!,{n10} bastelte an {t5}{t13} herum!,{name} перенастроил{n6} {t3}!,{name} переналаштува{n6} {t3}!,{name}仔细调校了{t1}{target}！
ESCAPECRUMBS_NAME,Escape Crumbs,Lancer de miettes,Briciole della fuga,パンくず,부스러기,Migajas,Migas,Migalhas,Okruchy Ucieczki,Fluchtkrümel,Побег-крошки,Крихти втечі,逃生面包屑
ESCAPECRUMBS_DESC,Throw crumbs at the enemy to distract it and run away.,"Distrait l'ennemi, permettant de prendre la fuite.",Lancia briciole contro il nemico per distrarlo e fuggire.,てきに　むかってパンくずを\nなげつけて、そのすきに　にげる！,부스러기를 적에게 뿌려 적의 집중력을 분산시킨\n틈에 도망친다.,Lanza migajas al enemigo para distraerle y huir.,Lanza migas al enemigo para distraerlo y huir.,Joga migalhas no inimigo para distraí-lo e fugir.,"Rzuć okruszkami w stronę wroga, aby odwrócić jego uwagę i uciec.","Werfe Krümel zu einem Gegner, um ihn abzulenken und zu fliehen.","Если бросить во врага, они отвлекут его и дадут убежать с поля боя.","Кинути крихти у ворога, щоб відволікти його і втекти.",向敌人扔面包屑转移其注意力并逃跑。
ESCAPECRUMBS_DIALOG,{n0}{name} threw the crumbs at {t1}{target} and ran away!,{n0}{name} lance les miettes en direction {t4}{target} et fuit ¦,{n0}{name} lancia briciole contro {t1}{target} e fugge!,{name}は　{target}に　パンくずを\nなげつけて　にげだした！,{name}{n0} {target}{t2} 향해 부스러기를 던지고 도망갔다!,¡{n0}{name} arrojó las migajas {t5}{target} y huyó!,¡{n0}{name} ha tirado las migas {t5}{target} y ha huido!,{n0}{name} jogou as migalhas n{t4} {target} e fugiu!,{name} rzucił{n4} okruchy we {t3} i uciekł{n4}!,{n0}{n10} warf Krümel auf {t5}{t13} und rannte davon!,{name} кинул{n6} во {t3} крошки и убежал{n6}!,{name} кину{n6} крихти у {t3} і тікає!,{n0}{name}将面包屑扔向{t1}{target}后逃脱了！
EXHAUSTGAS_NAME,Exhaust Gas,Gaz d'échappement,Gas di scarico,はいきガス,배기가스,Gas de escape,Gas de escape,Escapamento,Spaliny,Abgas,Выхлопы,Вихлопні гази,毒性尾气
EXHAUSTGAS_DESC,Deals damage to all enemies and lowers their offense. Might also cause an asthma attack.,Inflige des dégâts et réduit l'attaque et la défense de tous les ennemis. Peut causer une crise d'asthme.,Infligge danni a tutti i nemici e abbassa il loro attacco.\nPuò causare un attacco d'asma.,てきぜんたいに　ダメージと　オフェンスダウン。\nぜんそくに　させることもある。,모든 적에게 피해를 주고 공격력을 낮춘다. 천식을 일으킬 수도 있다.,Inflige daño a todos los enemigos y reduce su ofensa. Puede causar un ataque de asma.,Inflige daño a todos los enemigos y reduce la fuerza. Puede causar un ataque de asma.,Causa dano e reduz o ataque de todos os inimigos. Também pode causar um ataque de asma.,Zadaje obrażenia wszystkim wrogom i zmniejsza ich ofensywę. Może też wywołać atak astmy.,Fügt allen Gegnern Schaden zu und verringert ihren Angriff. Kann Asthma auslösen.,Наносит всем врагам урон и снижает их силу. Может спровоцировать приступ астмы.,Завдає шкоди усім ворогам та знижує їхню Атаку. Також може спричинити напад астми.,对全体敌人造成伤害并降低其攻击力，偶尔还会引发哮喘发作。
EXHAUSTGAS_DIALOG,{n0}{name} puffed a cloud of exhaust gas!,{n0}{name} évacue ses gaz d'échappement ¦,{n0}{name} emette una nuvola di gas di scarico!,{name}は　はいきガスを　ふきかけた！,{name}{n0} 배기가스 구름을 내뿜었다!,¡{n0}{name} expulsó una nube de gas de escape!,¡{n0}{name} ha exhalado una nube de gas de escape!,{n0}{name} emitiu uma grande nuvem de fumaça!,{name} wydalił{n4} z siebie chmurę spalin!,{n0}{n10} ließ eine Wolke Abgase von sich!,{name} выпускает облако выхлопных газов!,{name} сплюну{n6} хмару вихлопних газів!,{n0}{name}喷出了一团毒性尾气！
EXPLODE_NAME,Explosion,Explosion,Esplosione,だいばくはつ,폭발,Explosión,Explosión,Explosão,Wybuch,,Взрыв,Вибух,自爆
EXPLODE_DESC,Deals high damage to all enemies when the user runs out of HP.,Inflige des dégâts majeurs à tous les ennemis quand le lanceur est à court de PV.,"Quando i PS scendono a 0, infligge danni ingenti a tutti i nemici.",HPがなくなったとたん\nてきぜんいんに　だいダメージ！,시전자의 HP가 닳을 때마다 모든 적에게 강력한 피해를 준다.,Inflige gran daño a todos los enemigos cuando el usuario se queda sin PV.,Inflige gran daño a todos los enemigos cuando los PV llegan a 0.,Causa grande dano em todos os inimigos quando o usuário fica sem HP.,"Zadaje wysokie obrażenia wszystkim wrogom, gdy użytkownikowi skończy się HP.","Fügt allen Gegnern hohen Schaden zu, während der Anwender sämtliche HP verliert.","Сильно ранит врагов, как только заканчивается запас ОЗ.","Сильно пошкоджує ворогів, як тільки у користувача закінчаться ОЗ.",当使用者的HP耗尽时对全体敌人造成高额伤害。
EXPLODE_DIALOG,{n0}{name} exploded!,{n0}{name} explose ¦,{n0}{name} esplode!,{name}は　おおきく　ばくはつした！,{name}{n1} 폭발했다!,¡{n0}{name} explotó!,¡{n0}{name} ha explotado!,{n0}{name} explodiu!,{name} wybuchł{n4}!,{n0}{n10} explodierte!,{name} взорвал{n8}!,{name} вибухну{n6}!,{n0}{name}爆炸了！
FLAMEBURST_NAME,Flame Burst,Explosion enflammée,Esplosione infuocata,ばくはつ,플레임 버스트,Explosión en llamas,Explosión ardiente,Explosão em Chamas,Płomienny Wybuch,Flammen-Ausbruch,Вспыхивание,Спалахування,火焰爆裂
FLAMEBURST_DESC,Deals high damage to all enemies when the user runs out of HP.,Inflige des dégâts majeurs à tous les ennemis quand le lanceur est à court de PV.,"Quando i PS scendono a 0, infligge danni ingenti a tutti i nemici.",HPがなくなったとたんに\nてきぜんいんに　だいダメージ！,시전자의 HP가 닳을 때마다 모든 적에게 강력한 피해를 준다.,Inflige gran daño a todos los enemigos cuando el usuario se queda sin PV.,Inflige gran daño a todos los enemigos cuando los PV llegan a 0.,Causa grande dano em todos os inimigos quando o usuário fica sem HP.,"Zadaje wysokie obrażenia wszystkim wrogom, gdy użytkownikowi skończy się HP.","Fügt allen Gegnern hohen Schaden zu, während der Anwender sämtliche HP verliert.","Сильно ранит врагов, как только заканчивается запас ОЗ.","Сильно шкодить ворогам, як тільки у користувача закінчаться ОЗ.",当使用者的HP耗尽时对全体敌人造成高额伤害。
FLAMEBURST_DIALOG,{n0}{name} violently burst into flames!,{n0}{name} s'enflamme avec fracas ¦,{n0}{name} prende fuoco brutalmente!,{n0}{name}は　おおきく　ばくはつした！,{name}{n0} 격렬히 타오르는 화염에 휩싸였다!,¡{n0}{name} estalló violentamente en llamas!,¡{n0}{name} ha reventado en un mar de llamas!,{n0}{name} explodiu violentamente em chamas!,{name} gwałtownie wybucha płomieniem!,{n0}{n10} brach in gewaltige Flammen aus!,{name} яростно вспыхнул{n6} пламенем!,{name} бурхливо спалахну{n6}!,{n0}{name}猛烈地燃烧起来！
FLOAT_NAME,Float,Flottement,Fluttua,とびまわる,떠다니기,Flotar,Flotar,Flutuar,Unoszenie,Schweben,Полёт,Ширяння,漂浮
FLOAT_DESC,Float around.,Permet de flotter dans les airs.,Fluttua per aria.,あたりを　とびまわる。,둥둥 떠다닌다.,Flota alrededor,Flota alrededor.,Dá uma flutuada.,Unosi się dookoła.,Herumschweben.,Полёт в воздухе.,Ширяння в повітрі.,四处漂浮。
FLOAT_DIALOG,{n0}{name} floated around!,{n0}{name} flotte dans les airs ¦,{n0}{name} fluttua per aria!,{name}は　あたりを\nとびまわっている！,{name}{n0} 둥둥 떠다니는 중이다.,¡{n0}{name} flotó alrededor!,¡{n0}{name} está flotando!,{n0}{name} flutuou!,{name} unosi się dookoła!,{n0}{n10} schwebte herum!,{name} наматывает круги в воздухе!,{name} ширяє в повітрі!,{n0}{name}四处漂浮！
FORGETFULNESSFLASH_NAME,Forgetfulness Flash,Flash de l'oubli,Smemoraggio,どわすれフラッシュ,건망증 섬광,Luz olvidadiza,Destello amnésico,Raio do Esquecimento,Błysk Zapomnienia,Vergesslichkeitsblitz,Провал в памяти,Напад амнезії,遗忘闪光
FORGETFULNESSFLASH_DESC,Can make one enemy forgetful.,Peut rendre un ennemi oublieux.,Rende smemorato un nemico.,１たいを　どわすれにすることがある。,적 하나에게 건망증을 일으킨다.,Puede volver olvidadizo a un enemigo.,Puede dejar olvidadizo a un enemigo.,Deixa um inimigo esquecido.,Może wprawić wroga w stan zapominalstwa.,Kann einen Gegner vergesslich machen.,Вызывает забывчивость у врага.,Викликає забудькуватість у ворога.,能使一名敌人陷入遗忘状态。
FORGETFULNESSFLASH_DIALOG,{n0}{name} emitted a Forgetfulness Flash!,{n0}{name} émet un flash de l'oubli ¦,{n0}{name} emette uno Smemoraggio!,{name}は　どわすれフラッシュを　はなった！,{name}{n0} 건망증 섬광을 방출했다!,¡{n0}{name} emitió una luz olvidadiza!,¡{n0}{name} ha emitido un Destello Amnésico!,{n0}{name} emitiu um Raio do Esquecimento!,{name} zaświecił{n4} Błyskiem Zapomnienia!,{n0}{n10} strahlte einen Vergesslichkeitsblitz aus!,{name} вызвал{n6} у {t3} провал в памяти!,{name} викликав напад амнезії у {t3}!,{n0}{name}释放了遗忘闪光！
FROWN_NAME,Frown,Froncement de sourcils,Cipiglio,しかめっつら,찡그리기,Fruncir,Fruncir,Franzir,Grymas,Stirnrunzeln,Хмурый взгляд,Похмурий погляд,面露不悦
FROWN_DESC,Makes the user knit their brow.,Conduit le lanceur à froncer les sourcils.,Chi lo usa aggrotta le sopracciglia.,みけんにしわをよせ　しかめっつらをする。,시전자의 이마를 찡그린다.,Hace que el usuario fruncir sus cejas.,Hace al usuario fruncir el entrecejo.,Faz o usuário franzir a testa.,Użytkownik marszczy brwi.,Lässt den Benutzer die Stirn runzeln.,Нахмурить брови.,Насупити брови.,让使用者皱起眉头。
FROWN_DIALOG,{n0}{name} knitted its brow!,{n0}{name} fronce les sourcils ¦,{n0}{name} aggrotta le sopracciglia!,{name}は　みけんにしわを　よせた！,{name}{n0} 이마를 찡그렸다.,¡{n0}{name} frunció su ceja!,¡{n0}{name} ha fruncido el ceño!,{n0}{name} franziu a testa!,{name} zmarszczył{n4} brwi!,{n0}{n10} runzelte die Stirn!,{name} нахмурил{n6} брови!,{name} насупи{n6} брови!,{n0}{name}的眉头紧锁！
GETDISTRACTED_NAME,Get Distracted,Distraction,Distraiti,ぼんやりする,주의 분산,Distraerse,Distraerse,Se Distrair,Rozproszenie,Ablenkung,Потеря концентрации,Втрата концентрації,分散注意力
GETDISTRACTED_DESC,Get distracted by something.,"Le lanceur passe son tour, distrait par quelque chose.",Distraiti da qualcosa.,しゅうちゅうできずに\nそのばで　ぼーっとしてしまう。,주의가 산만해져 집중할 수 없게 된다.,Distraerse con algo.,Distraerse con algo.,Distrai-se com alguma coisa.,Rozproszenie swojej uwagi.,Werde von etwas abgelenkt.,Отвлечение на что-то другое.,Відволікання на щось.,无法集中注意力。
GETDISTRACTED_DIALOG,{n0}{name} got distracted by something!,{n0}{name} se laisse distraire ¦,{n0}{name} si distrae!,{name}は　ぼーっとしている・・・。,{name}{n0} 집중하지 못하고 멍하니~ 있다...,¡{n0}{name} se distrajo con algo!,¡{n0}{name} se ha distraído con algo!,{n0}{name} se distraiu com alguma coisa!,Coś rozproszyło {n3}!,{n0}{n10} wurde von etwas abgelenkt!,{name} не может собраться с мыслями!,Щось відволікло {n3}!,{n0}{name}被某些东西分散了注意力！
HEALING_NAME,Healing,Guérison,Cura,ヒーリング,힐링,Curar,Sanar,Medicina,Uzdrowienie,Heilung,Исцеление,Оздоровлення,治疗
HEALING_ART,,,,,"은,이,을,과",,,,",Uzdrowienia",,"Исцеление,Исцеления,Исцелению,Исцеление","Оздоровлення,Оздоровлення,Оздоровленню,Оздоровлення",
HEALINGA_DESC,Cures one status ailment.,Guérit une altération d'état.,Cura un problema di stato.,ステータスを　ひとつ　かいふくする。,한 명의 상태 이상을 회복한다.,Cura un problema de estado.,Cura un estado alterado.,Cura uma condição negativa.,Leczy jedną dolegliwość.,Heilt eine Statusveränderung.,Избавляет от недуга.,Позбавляє від одного недуга.,消除一种异常状态。
HEALINGB_DESC,Cures two status ailments.,Guérit deux altérations d'état.,Cura due problemi di stato.,ステータスを　ふたつ　かいふくする。,두 명의 상태 이상을 회복한다.,Cura dos problemas de estado.,Cura dos estados alterados.,Cura duas condições negativas.,Leczy dwie dolegliwości.,Heilt zwei Statusveränderungen.,Избавляет от двух недугов.,Позбавляє від двох недугів.,消除两种异常状态。
HEALINGG_DESC,Cures all status ailments and unconsciousness.,Guérit l'évanouissement et toute autre altération d'état.,Cura tutti i problemi di stato e rianima.,ステータスすべてと　きぜつを　かいふくする。,모든 상태 이상과 의식 불명을 회복한다.,Cura todos los problemas de estado y la inconsciencia.,Cura todos los estados alterados y la inconsciencia.,Cura todas as condições negativas e inconsciência.,Leczy wszystkie dolegliwości i utratę przytomności.,Heilt alle Statusveränderungen und Bewusstlosigkeit.,Избавляет от всех недугов и приводит в чувство.,Позбавляє усіх недугів і повертає до свідомості.,消除全部异常状态以及昏迷。
HEALINGO_DESC,Healing γ for all allies.,Guérison γ pour tous les alliés.,Cura γ per tutti gli alleati.,みかたぜんいんに　ヒーリングγのこうか。,모든 아군을 회복하는 힐링 γ.,Cura γ para todos los aliados.,Sanar γ para todos los aliados.,Cura γ para todos os aliados.,Uzdrowienie γ dla wszystkich sojuszników.,Heilung γ für alle Verbündeten.,Все союзники получают Исцеление γ.,Оздоровлення γ для усіх союзників.,让全体队友受到治疗γ的效果。
HOMERUN_NAME,Home Run,Home run,,ホームラン,홈런,Home run,Home run,,,,Хоум-ран,Хоум-ран,本垒打
HOMERUN_DESC,Hit with a guaranteed SMAAAAASH attack.,Permet de frapper un ennemi avec une attaque SMAAAAASH garantie.,Colpisci con un attacco SMAAAAASH assicurato.,１たいに　かならず　ＳＭＡＡＡＡＳＨ！！,보장된 스매애애애시로 가격한다.,Golpea con un ataque SMAAAAASH garantizado.,Golpe con un SMAAAAASH garantizado.,Golpeie com um ataque SMAAAAASH garantido.,Cios zapewniający MIAAAAAŻDZĄCY atak.,Triff mit garantiertem SMAAAAASH.,Гарантированный критический «БА-А-А-АМ!».,Гарантований критичний удар!,必定击出一次“粉碎一击”。
HYPNOSIS_NAME,Hypnosis,Hypnose,Ipnosi,さいみんじゅつ,최면,Hipnosis,Hipnosis,Hipnose,Hipnoza,Hypnose,Гипноз,Гіпноз,催眠
HYPNOSIS_ART,,,,,"은,이,을,과",,,,",Hipnozy",,"гипноз,пипноза,гипнозу,гипноз","Гіпноз,Гіпнозу,Гіпнозові,Гіпноз",
HYPNOSISA_DESC,Puts one enemy to sleep.,Endort un ennemi.,Addormenta un nemico.,１たいを　ねむらせる。,적 하나를 잠들게 한다.,Pon a un enemigo a dormir.,Duerme a un enemigo.,Adormece um inimigo.,Usypia jednego wroga.,Versetzt einen Gegner in Schlaf.,Погружает врага в сон.,Присипляє одного ворога.,使一名敌人陷入沉睡。
HYPNOSISO_DESC,Puts all enemies to sleep.,Endort tous les ennemis.,Addormenta tutti i nemici.,ぜんたいを　ねむらせる。,적 모두를 잠들게 한다.,Pon a los enemigos a dormir.,Duerme a todos los enemigos.,Adormece todos os inimigos.,Usypia wszystkich wrogów.,Versetzt alle Gegner in Schlaf.,Погружает всех врагов в сон.,Присипляє всіх ворогів.,使全体敌人陷入沉睡。
