key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN
DIALOGUE_REUSABLE_NOTHOUGHTS_0,[@]No thoughts here.,[@]Vous ne décelez aucune pensée.,[@]Nessun pensiero qui.,[@]だれが　いるというのだ。,[@]여기에는 아무것도 없다.,[@]No hay pensamientos aquí.,[@]Mente en blanco.,[@]Nenhum pensamento aqui.,[@]Żadnych przemyśleń.,[@]Keine Gedanken hier.,[@]Никаких мыслей.,[@]Жодних думок.,[@]没有感应到思绪。
DIALOGUE_REUSABLE_NOTHINGHAPPENED_0,[@]Nothing happened.,[@]Rien ne se passe.,[@]Non succede nulla.,[@]なにも　おこらない。,[@]아무 일도 없다.,[@]No ocurrió nada.,[@]No ha ocurrido nada.,[@]Nada aconteceu.,[@]Nic się nie stało.,[@]Nichts geschah.,[@]Ничего не произошло.,[@]Нічого не сталося.,[@]什么都没发生。
DIALOGUE_REUSABLE_NOTTIME_0,[@]Now's not the time for that!,[@]Ce n'est pas le moment de faire ça !,[@]Non è il momento!,[@]いまは　それどころではない！,[@]지금은 그럴 때가 아니야!,[@]¡Ahora no es momento para eso!,[@]¡Ahora no es momento!,[@]Não é hora pra isso!,[@]To nie czas na to!,[@]Jetzt ist nicht die Zeit dafür!,[@]Сейчас не подходящее время!,[@]Зараз немає часу для цього!,[@]现在不是说这个的时候！
DIALOGUE_REUSABLE_NURSE_0,[@]Who here needs our assistance?,[@]Qui a besoin de notre assistance ?,[@]Chi ha bisogno di assistenza?,[@]どなたに　ごめんかいですか？,[@]환자분이 있을까요?,[@]¿Quién de aquí necesita ser atendido?,[@]¿Quién de aquí necesita nuestra asistencia?,[@]Quem precisa de atendimento?,[@]Kto tutaj potrzebuje naszej pomocy?,[@]Wer braucht hier unsere Assistenz?,[@]Кому требуется помощь?,[@]Кому потрібна допомога?,[@]这里有谁需要我们的帮助？
DIALOGUE_REUSABLE_NURSE_1,"[@]If you are the patient, come into the back room.","[@]Si c'est toi [LeadArt7]patient[LeadArt6], va dans la pièce du fond.","[@]Se sei tu il paziente, vieni nella stanza sul retro.",[@]ごほんにんさま　でしたら、おくへ\nおすすみください。,[@]보호자분과 같이 뒷방으로 들어오시면 됩니다.,"[@]Si eres [LeadArt7]paciente, entra al cuarto de atrás.","[@]Si usted es [LeadArt7]paciente, acuda a la habitación de atrás.","[@]Se você for o paciente, por favor, vá para a sala dos fundos.","[@]Jeśli jesteś pacjentem, idź na zaplecze.","[@]Wenn du der Patient bist, komm in das Hinterzimmer.","[@]Если вы пациент, то пройдите в дальнюю палату.","[@]Якщо ви пацієнт, то пройдіть у дальню палату.",[@]如果你是患者，就到里面来吧。
DIALOGUE_REUSABLE_NURSE_3,[@]Oh my! [Ninten] looks like he's still unconscious.,[@]Oh ! On dirait qu[elision][Ninten] est toujours évanoui.,[@]Oh no! [Ninten] ha perso i sensi.,[@]あら！[Ninten]さん　のいしきが\nもどらないんです⋯,[@]어머나! [Ninten][particle:Ninten:0] 아직 의식이 없는 것 같네요.,"[@]¡Oh, cielos! [Ninten] parece estar inconsciente.",[@]¡Cielos! Parece que [Ninten] sigue inconsciente.,[@]Minha nossa! Parece que o [Ninten] ainda está inconsciente.,[@]Ojej! [Ninten] wygląda na nieprzytomnego.,"[@]Oje! [Ninten] sieht aus, als wäre er immer noch bewusstlos.",[@]Боже! [Ninten] не может прийти в себя.,[@]Боже! [Ninten] не може прийти до тями.,[@]天啊！看起来[Ninten]还没有恢复意识。
DIALOGUE_REUSABLE_NURSE_4,[@]Please pay $150 for the doctor's fee.,[@]Les honoraires du médecin s'élèvent à 150 $.,"[@]Ecco, paga le spese mediche. Sono 150 $.",[@]ちりょうひを　１５０ドル　おしはらい\nください。,[@]진료비로 150달러가 청구되는데 괜찮으시겠어요?,"[@]Por favor, paga $150 para que el doctor lo vea.",[@]La tarifa será de 150 $.,"[@]A conta vai ficar em $150, você pode pagar?",[@]Proszę o zapłacenie 150 $ za lekarza.,[@]Bitte zahle 150 $ für die Arztgebühr.,"[@]Пожалуйста, заплатите 150 $ за медуслугу.","[@]Будь ласка, сплатіть 150 $ за лікування.",[@]请支付150美元的诊疗费用。
DIALOGUE_REUSABLE_NURSE_4-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,是
DIALOGUE_REUSABLE_NURSE_4-OPT_1,No,Non,,いいえ,아니오,,,Não,Nie,Nein,Нет,Ні,否
DIALOGUE_REUSABLE_NURSE_5,"[@]I'm so glad that you recovered, [Ninten].","[@]Je suis contente que tu ailles mieux, [Ninten].","[@]Sono felice che tu stia meglio, [Ninten].",[@][Ninten]さん\nげんきになって　よかったわね。,"[@][Ninten] 환자분, 벌써 퇴원하신다니\n다행이네요.","[@]Me alegra que te hayas recuperado, [Ninten].","[@]Me alegro mucho de que te hayas recuperado, [Ninten].","[@]Que bom que você se recuperou, [Ninten].","[@]Tak się cieszę, że wyzdrowiałeś, [Ninten].","[@]Ich bin so froh, dass du dich erholt hast, [Ninten].","[@]Рада, что ты пришёл в себя, [Ninten].","[@]Рада, що ти прийшов до тями, [Ninten].",[@]很高兴你康复了，[Ninten]。
DIALOGUE_REUSABLE_NURSE_7,[@]Oh my! [Ana] looks like she's still unconscious.,[@]Oh ! On dirait qu[elision][Ana] est toujours évanouie.,[@]Oh no! [Ana] ha perso i sensi.,[@]あら！[Ana]さん　のいしきが\nもどらないんです・・・。,[@]어머나! [Ana] 환자분은 아직 의식이 없는 것\n같네요.,"[@]¡Oh, cielos! [Ana] parece estar inconsciente.",[@]¡Cielos! Parece que [Ana] sigue inconsciente.,[@]Minha nossa! Parece que a [Ana] ainda está inconsciente.,[@]Ojej! [Ana] wygląda na nieprzytomną.,"[@]Oje! [Ana] sieht aus, als wäre sie immer noch bewusstlos.",[@]Боже! [Ana] не может прийти в себя.,[@]Боже! [Ana] не може прийти до тями.,[@]天啊！看起来[Ana]还没有恢复意识。
DIALOGUE_REUSABLE_NURSE_8,[@]Please pay $150 for the doctor's fee.,[@]Les honoraires du médecin s'élèvent à 150 $.,"[@]Ecco, paga le spese mediche. Sono 150 $.",[@]ちりょうひを　１５０ドル　おしはらい\nください。,[@]진료비로 150달러가 청구되는데 괜찮으시겠어요?,"[@]Por favor, paga $150 para que el doctor lo vea.",[@]La tarifa serán 150 $.,"[@]A conta vai ficar em $150, você pode pagar?",[@]Proszę o zapłacenie 150 $ za lekarza.,[@]Bitte zahle 150 $ für die Arztgebühr.,"[@]Пожалуйста, заплатите 150 $ за медуслугу.","[@]Будь ласка, сплатіть 150 $ за лікування.",[@]请支付150美元的诊疗费用。
DIALOGUE_REUSABLE_NURSE_8-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,是
DIALOGUE_REUSABLE_NURSE_8-OPT_1,No,Non,,いいえ,아니오,,,Não,Nie,Nein,Нет,Ні,否
DIALOGUE_REUSABLE_NURSE_9,"[@]I'm so glad that you recovered, [Ana].","[@]Je suis contente que tu ailles mieux, [Ana].","[@]Sono felice che tu stia meglio, [Ana].",[@][Ana]さん\nげんきになって　よかったわね。,"[@][Ana] 환자분, 벌써 퇴원하신다니\n다행이네요.","[@]Me alegra que te hayas recuperado, [Ana].","[@]Me alegro mucho de que te hayas recuperado, [Ana].","[@]Que bom que você se recuperou, [Ana].","[@]Tak się cieszę, że wyzdrowiałaś, [Ana].","[@]Ich bin so froh, dass du dich erholt hast, [Ana].","[@]Рада, что ты пришла в себя, [Ana].","[@]Рада, що ти прийшла до тями, [Ana].",[@]很高兴你康复了，[Ana]。
DIALOGUE_REUSABLE_NURSE_11,[@]Oh my! [Lloyd] looks like he's still unconscious.,[@]Oh ! On dirait qu[elision][Lloyd] est toujours évanoui.,[@]Oh no! [Lloyd] ha perso i sensi.,[@]あら！[Lloyd]さん　のいしきが\nもどらないんです・・・。,[@]어머나! [Lloyd] 환자분은 아직 의식이 없는 것\n같네요.,"[@]¡Oh, cielos! [Lloyd] parece estar inconsciente.",[@]¡Cielos! Parece que [Lloyd] sigue inconsciente.,[@]Minha nossa! Parece que o [Lloyd] ainda está inconsciente.,[@]Ojej! [Lloyd] wygląda na nieprzytomnego.,"[@]Oje! [Lloyd] sieht aus, als wäre er immer noch bewusstlos.",[@]Боже! [Lloyd] не может прийти в себя.,[@]Боже! [Lloyd] не може прийти до тями.,[@]天啊！看起来[Lloyd]还没有恢复意识。
DIALOGUE_REUSABLE_NURSE_12,[@]Please pay $150 for the doctor's fee.,[@]Les honoraires du médecin s'élèvent à 150 $.,"[@]Ecco, paga le spese mediche. Sono 150 $.",[@]ちりょうひを　１５０ドル　おしはらい\nください。,[@]진료비로 150달러가 청구되는데 괜찮으시겠어요?,"[@]Por favor, paga $150 para que el doctor lo vea.",[@]La tarifa serán 150 $.,"[@]A conta vai ficar em $150, você pode pagar?",[@]Proszę o zapłacenie 150 $ za lekarza.,[@]Bitte zahle 150 $ für die Arztgebühr.,"[@]Пожалуйста, заплатите 150 $ за медуслугу.","[@]Будь ласка, сплатіть 150 $ за лікування.",[@]请支付150美元的诊疗费用。
DIALOGUE_REUSABLE_NURSE_12-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,是
DIALOGUE_REUSABLE_NURSE_12-OPT_1,No,Non,,いいえ,아니오,,,Não,Nie,Nein,Нет,Ні,否
DIALOGUE_REUSABLE_NURSE_13,"[@]I'm so glad that you recovered, [Lloyd].","[@]Je suis contente que tu ailles mieux, [Lloyd].","[@]Sono felice che tu stia meglio, [Lloyd].",[@][Lloyd]さん\nげんきになって　よかったわね。,"[@][Lloyd] 환자분, 벌써 퇴원하신다니\n다행이네요.","[@]Me alegra que te hayas recuperado, [Lloyd].","[@]Me alegro mucho de que te hayas recuperado, [Lloyd].","[@]Que bom que você se recuperou, [Lloyd].","[@]Tak się cieszę, że wyzdrowiałeś, [Lloyd].","[@]Ich bin so froh, dass du dich erholt hast, [Lloyd].","[@]Рада, что ты пришёл в себя, [Lloyd].","[@]Рада, що ти прийшов до тями, [Lloyd].",[@]很高兴你康复了，[Lloyd]。
DIALOGUE_REUSABLE_NURSE_15,[@]Oh my! [Teddy] looks like he's still unconscious.,[@]Oh ! On dirait qu[elision][Teddy] est toujours évanoui.,[@]Oh no! [Teddy] ha perso i sensi.,[@]あら！[Teddy]さん　のいしきが\nもどらないんです・・・。,[@]어머나! [Teddy] 환자분은 아직 의식이 없는 것\n같네요.,"[@]¡Oh, cielos! [Teddy] parece estar inconsciente.",[@]¡Cielos! Parece que [Teddy] sigue inconsciente.,[@]Minha nossa! Parece que o [Teddy] ainda está inconsciente.,[@]Ojej! [Teddy] wygląda na nieprzytomnego.,"[@]Oje! [Teddy] sieht aus, als wäre er immer noch bewusstlos.",[@]Боже! [Teddy] не может прийти в себя.,[@]Боже! [Teddy] не може прийти до тями.,[@]天啊！看起来[Teddy]还没有恢复意识。
DIALOGUE_REUSABLE_NURSE_16,[@]Please pay $150 for the doctor's fee.,[@]Les honoraires du médecin s'élèvent à 150 $.,"[@]Ecco, paga le spese mediche. Sono 150 $.",[@]ちりょうひを　１５０ドル　おしはらい\nください。,[@]진료비로 150달러가 청구되는데 괜찮으시겠어요?,"[@]Por favor, paga $150 para que el doctor lo vea.",[@]La tarifa serán 150 $.,"[@]A conta vai ficar em $150, você pode pagar?",[@]Proszę o zapłacenie 150 $ za lekarza.,[@]Bitte zahle 150 $ für die Arztgebühr.,"[@]Пожалуйста, заплатите 150 $ за медуслугу.","[@]Будь ласка, сплатіть 150 $ за лікування.",[@]请支付150美元的诊疗费用。
DIALOGUE_REUSABLE_NURSE_16-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,是
DIALOGUE_REUSABLE_NURSE_16-OPT_1,No,Non,,いいえ,아니오,,,Não,Nie,Nein,Нет,Ні,否
DIALOGUE_REUSABLE_NURSE_17,"[@]I'm so glad that you recovered, [Teddy].","[@]Je suis contente que tu ailles mieux, [Teddy].","[@]Sono felice che tu stia meglio, [Teddy].",[@][Teddy]さん\nげんきになって　よかったわね。,"[@][Teddy] 환자분, 벌써 퇴원하신다니\n다행이네요.","[@]Me alegra que te hayas recuperado, [Teddy].","[@]Me alegro mucho de que te hayas recuperado, [Teddy].","[@]Que bom que você se recuperou, [Teddy].","[@]Tak się cieszę, że wyzdrowiałeś, [Teddy].","[@]Ich bin so froh, dass du dich erholt hast, [Teddy].","[@]Рада, что ты пришёл в себя, [Teddy].","[@]Рада, що ти прийшов до тями, [Teddy].",[@]很高兴你康复了，[Teddy]。
DIALOGUE_REUSABLE_NURSE_19,[@]Oh my! [Pippi] looks like she's still unconscious.,[@]Oh ! On dirait qu[elision][Pippi] est toujours évanouie.,[@]Oh no! [Pippi] ha perso i sensi.,[@]あら！[Pippi]さん　のいしきが\nもどらないんです・・・。,[@]어머나! [Pippi] 환자분은 아직 의식이 없는 것\n같네요.,"[@]¡Oh, cielos! [Pippi] parece estar inconsciente.",[@]¡Cielos! Parece que [Pippi] sigue inconsciente.,[@]Minha nossa! Parece que a [Pippi] ainda está inconsciente.,[@]Ojej! [Pippi] wygląda na nieprzytomną.,"[@]Oje! [Pippi] sieht aus, als wäre sie immer noch bewusstlos.",[@]Боже! [Pippi] не может прийти в себя.,[@]Боже! [Pippi] не може прийти до тями.,[@]天啊！看起来[Pippi]还没有恢复意识。
DIALOGUE_REUSABLE_NURSE_20,[@]Please pay $150 for the doctor's fee.,[@]Les honoraires du médecin s'élèvent à 150 $.,"[@]Ecco, paga le spese mediche. Sono 150 $.",[@]ちりょうひを　１５０ドル　おしはらい\nください。,[@]진료비로 150달러가 청구되는데 괜찮으시겠어요?,"[@]Por favor, paga $150 para que el doctor lo vea.",[@]La tarifa serán 150 $.,"[@]A conta vai ficar em $150, você pode pagar?",[@]Proszę o zapłacenie 150 $ za lekarza.,[@]Bitte zahle 150 $ für die Arztgebühr.,"[@]Пожалуйста, заплатите 150 $ за медуслугу.","[@]Будь ласка, сплатіть 150 $ за лікування.",[@]请支付150美元的诊疗费用。
DIALOGUE_REUSABLE_NURSE_20-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,是
DIALOGUE_REUSABLE_NURSE_20-OPT_1,No,Non,,いいえ,아니오,,,Não,Nie,Nein,Нет,Ні,否
DIALOGUE_REUSABLE_NURSE_21,"[@]I'm so glad that you recovered, [Pippi].","[@]Je suis contente que tu ailles mieux, [Pippi].","[@]Sono felice che tu stia meglio, [Pippi].",[@][Pippi]さん\nげんきになって　よかったわね。,"[@][Pippi] 환자분, 벌써 퇴원하신다니\n다행이네요.","[@]Me alegra que te hayas recuperado, [Pippi].","[@]Me alegro mucho de que te hayas recuperado, [Pippi].","[@]Que bom que você se recuperou, [Pippi].","[@]Tak się cieszę, że wyzdrowiałaś, [Pippi].","[@]Ich bin so froh, dass du dich erholt hast, [Pippi].","[@]Я так рада, что ты пришла в себя, [Pippi].","[@]Рада, що ти прийшла до тями, [Pippi].",[@]很高兴你康复了，[Pippi]。
DIALOGUE_REUSABLE_NURSE_22,[@]Come back any time you need.,[@]Reviens dès que tu en auras besoin.,[@]Torna quando vuoi.,[@]また　いつでもどうぞ！,[@]필요할 때 저희 병원을 다시 이용해 주세요.,[@]Vuelve cuando lo necesites.,[@]Vuelve cuando lo necesites.,[@]Volte sempre que precisar.,"[@]Wróć[if party:plural]cie[/if], gdy tylko będzie[if party:plural]cie[else]sz[/if] potrzebować pomocy.",[@]Komm[if party:plural]t[/if] jederzeit wieder.,"[@]Возвращайтесь, как только потребуется.","[@]Повертайтеся, коли потрібно.",[@]有需要的话请随时回来。
DIALOGUE_REUSABLE_NURSE_23,[@]Isn't that your friend?... It's very serious.,[@]Vous n'êtes pas amis ? ... Son cas a l'air sérieux.,[@]Siete amici? ...È una situazione grave.,[@]あら　あなたのおともだちでしょ？\nほんとに　しんじゃいますよ。,"[@]당신, 친구 아닌가요...? 그렇게 매정할 수가.",[@]¿Ese no es tu amigo?... Es muy serio.,[@]¿Ese no es tu amigo?... Su caso parece grave.,[@]Mas vocês não são amigos?... Isso é muito sério.,[@]Czy to nie twój przyjaciel?... To bardzo poważne.,[@]Seid ihr nicht Freunde? ... es ist sehr ernst.,[@]Разве вы не друзья?.. Это ведь очень серьёзно.,[@]Хіба ви не друзі?.. Це дуже серйозно.,[@]哦…那不是你的朋友吗？情况看上去似乎很严重。
DIALOGUE_REUSABLE_NURSE_24,[@]This person does not appear to have any condition that we can treat.,[@]Cette personne n'a pas l'air de souffrir d'une maladie que nous puissions traiter.,[@]Questa persona non soffre di patologie che possiamo curare.,[@]このひとは　わたしたちが　なおすことのできる[BR]じょうたいでは　ないみたいです。　,[@]해당 환자분은 저희 병원에서 취할 수 있는 조치가 없습니다.,[@]Esta persona no parece tener ninguna condición que podamos tratar.,[@]Esta persona no parece tener ninguna enfermedad que podamos tratar.,[@]Essa pessoa não parece ter nenhuma condição que possamos tratar.,"[@]Ta osoba nie wydaje się mieć żadnej dolegliwości, którą moglibyśmy leczyć.","[@]Diese Person scheint keine Krankheit zu haben, die wir behandeln könnten.","[@]Кажется, этот человек не нуждается в нашей помощи.","[@]Здається, ця людина не потребує нашої допомоги.",[@]看上去似乎很健康呢。
DIALOGUE_REUSABLE_NURSE_25,"[@]The doctor's fee is $150, but it seems like you're short on cash.","[@]Les honoraires du médecin s'élèvent à 150 $, mais on dirait que tu n'as pas assez d'argent.","[@]Le spese mediche sono 150 $, ma sembra che tu sia a corto di contanti.",[@]しつれいですが・・・\nおかねが　たりないようですよ。,[@]150달러가 없으신 모양이네요.,"[@]La visita al doctor es de $150, pero parece que te has quedado corto de dinero.","[@]La tarifa es de 150 $, pero parece que estás corto de dinero.","[@]A conta vai ficar $150, mas parece que você não tem o suficiente.","[@]Opłata za wizytę u lekarza wynosi 150 $, ale wygląda na to, że brakuje [if party:plural]wam[else]ci[/if] pieniędzy.","[@]Die Arztgebühr beträgt 150 $, aber du scheinst knapp bei Kasse zu sein.","[@]Стоимость медуслуги — 150 $, но у вас, кажется, нет стольких денег.","[@]Лікування кошуватиме 150 $, але, здається, у вас нема стільки грошей.",[@]诊疗费用共计150美元，但你看起来好像钱不太够。
DIALOGUE_REUSABLE_NURSE_26,[@]Feel free to use the ATM on the side to withdraw the amount needed.,[@]N'hésite pas à utiliser le distributeur automatique à proximité pour retirer le montant nécessaire.,[@]Usa pure l'ATM qui a fianco per prelevare.,[@]よこの　ＡＴＭから　おかねを\nおひきだしください。,[@]필요한 금액은 옆에 비치된 ATM을 이용해 주세요.,[@]Siéntete libre de usar el Cajero al lado para retirar el monto que necesites.,[@]No dudes en usar el cajero de allí para sacar la cantidad necesaria.,[@]Você pode usar o caixa eletrônico ao lado para sacar o quanto precisar.,"[@]Może[if party:plural]cie[else]sz[/if] skorzystać z bankomatu obok, aby wypłacić potrzebną kwotę.","[@]Benutze gerne den Bankautomaten an der Seite, um Geld abzuheben.","[@]Можете воспользоваться банкоматом рядом со стойкой, чтобы снять нужную сумму.","[@]Можете скористатися банкоматом поруч зі стійкою, щоб зняти потрібну суму.",[@]你可以随时用旁边的取款机取出需要的钱。
DIALOGUE_REUSABLE_NURSE_SPEAKER_Nurse,Nurse,Infirmière,Infermiera,かんごし,간호사,Enfermera,Enfermera,Enfermeira,Pielęgniarka,Krankenschwester,Медсестра,Медсестра,护士
DIALOGUE_REUSABLE_PAYPHONENOMONEY_0,[@]You're missing $5.,[@]Il vous manque 5 $.,[@]Ti mancano 5 $.,[@]つかうには　５ドルが　ひつようだ。,[@]$5가 있어야지 작동하는 듯하다.,[@]Te faltan $5.,[@]Te faltan 5 $.,[@]Você não tem $5.,[@]Brakuje ci 5 $.,[@]Dir fehlen 5 $.,[@]У тебя нет 5 $.,[@]Тобі бракує 5 $.,[@]使用需要投入5美元。
DIALOGUE_REUSABLE_PHONENOANSWER_0,[@]Beeep...,[@]Biip...,[@]Biip...,[@]ツーツーツー,[@](삡-삐-삐...),[@]Biip...,[@]Biip...,[@]Tuuu...,[@]Biiiiip...,[@]Bieeeep ...,[@]Би-и-и-ип...,[@]Бі-і-і-іп...,[@]哔…
DIALOGUE_REUSABLE_PINKSHELL_0,[@]A voice is speaking into [PartyLead]'s mind.,[@]Une voix résonne dans l'esprit d[elision][PartyLead].,[@]Si sente una voce nella testa di [PartyLead].,[@][PartyLead]の　こころに\nなにかが　といかけてきている。,[@][PartyLead]의 내면이 일렁인다.,[@]Una voz habla en la mente de [PartyLead].,[@]Una voz le habla a la mente de [PartyLead].,[@]Uma voz está falando na mente de [PartyLead].,[@]Głos przemawia do umysłu [LeadArt1].,[@]Eine Stimme spricht in [LeadArt11] Geist.,[@]В разуме [LeadArt1] раздаётся таинственный голос...,[@]У розумі [LeadArt1] лунає таємничий голос...,[@]一个声音正在对[PartyLead]的心灵发出呼唤。
DIALOGUE_REUSABLE_PINKSHELLTELEPATHY_0,[@][PartyLead] felt this question enter [LeadArt4] mind.[WAIT@]“Who has lost his tail?”,[@][PartyLead] entend ces mots...[WAIT@]« Où se trouve la queue de l'esprit ? »,[@][PartyLead] sente entrare questa domanda nella sua mente.[WAIT@]“Chi ha perso la coda?”,[@][PartyLead]は　こえを　きいた。[WAIT@]「かみのしっぽはどこにある。」,[@]누군가의 목소리가 서서히 들려온다.[WAIT@]“신의 꼬리를 잃은 자는 누구인가?”,[@][PartyLead] sintió esta pregunta entrar por su mente.[WAIT@]“¿Quién ha perdido su cola?”,[@][PartyLead] siente cómo la pregunta entra en su cabeza.\n[WAIT@]«¿Quién ha perdido su cola?»,[@][PartyLead] sentiu uma pergunta penetrar sua mente.[WAIT@]“Quem perdeu a cauda?”,[@][PartyLead] poczuł to pytanie w swoim umyśle:[WAIT@]„Kto zgubił swój ogon?”,[@][PartyLead] spürte eine Frage in [LeadArt4]em Kopf:[WAIT@]„Wer hat seinen Schweif verloren?”,"[@]И [PartyLead], наконец, услышал вопрос:[WAIT@]«Кто потерял свой хвост?»","[@]Нарешті, [PartyLead] відчув питання:[WAIT@]«Хто втратив свій хвіст?»",[@][PartyLead]感到这个问题逐渐浮现在脑海之中。[WAIT@]“是谁遗失了他的尾巴？”
DIALOGUE_REUSABLE_PINKSHELLTELEPATHY_2,"[@]Finding the entry in the Great-Grand Father's Diary,[WAITBR][PartyLead] read out loud...","[@]Après avoir retrouvé la note dans le journal de son arrière-grand-père,[WAITBR][PartyLead] prononce à voix haute :","[@]Trovando l'appunto nel Diario del bisnonno,[WAITBR][PartyLead] legge ad alta voce...",[@][PartyLead]はそうそふのにっきの　なかから[WAITBR]つづきのことばをみつけ　よみあげた。,[@]증조할아버지의 일기에서 관련 내용을 찾았다.[WAITBR][PartyLead][LeadArt0] 소리 내어 읽었다...,"[@]Encontrando la entrada en el Diario del bisabuelo,[WAITBR][PartyLead] lo lee en voz alta...","[@]Tras encontrar la nota en el Diario del bisabuelo,\n[WAITBR][PartyLead] lee en voz alta...",[@][PartyLead] procurou o trecho no Diário do Bisavô[WAITBR]e leu em voz alta.,"[@]Znalazłszy wpis w Pamiętniku Pradziadka,[WAITBR][PartyLead] przeczytał na głos...",[@]Nach dem Finden des Eintrags in Uropas Tagebuch[WAITBR]las [PartyLead] laut vor ...,"[@]Найдя запись в дневнике прадедушки,[WAITBR][PartyLead] произнёс вслух...","[@]Відшукавши запис у щоденнику прадідуся,[WAITBR][PartyLead] промовив вголос...",[@]从曾祖父的日记中找到了后续的语句，[WAITBR][PartyLead]将其大声的读了出来…
DIALOGUE_REUSABLE_PINKSHELLTELEPATHY_4,[@]The forgotten one of the ship that sails the cosmos!,[@]« ... Qu'a laissée derrière lui le vaisseau s'élevant dans les cieux. »,[@]Colui che fu dimenticato dalla nave che solca il cosmo!,[@]「あまかける　ふねの　わすれもの。」,[@]우주로 향하는 배 속에서 잊힌 사람!,[@]“¡Aquel olvidado en la nave que surca los cosmos!”,[@]«¡Aquel olvidado del navío que surca el cosmos!»,[@]“O que foi esquecido do navio que navega pelo cosmos!”,"[@]„Zapomniany ze statku, który żegluje przez kosmos!”","[@]„Der Vergessene des Schiffes, das zum Kosmos emporstieg!”","[@]«Забытое дитя, бороздящее просторы бескрайнего космоса!»","[@]«Забутий з кораблю, що пливе крізь космос!»",[@]遨游宇宙飞船的遗忘者！
DIALOGUE_REUSABLE_PIPPI_0,"[@]We meet once more, [Ninten]![WAIT@]I convinced my mom to let me explore again.[WAIT@]So, me and your sisters decided to find a way to help you out![WAIT@]If you need to store anything, just ask me!","[@]Te revoilà, [Ninten] ![WAIT@]J'ai convaincu maman de me laisser ressortir.[WAIT@]Du coup, avec tes sœurs, on a décidé de chercher un moyen de t'aider ![WAIT@]Si t'as besoin de stocker quelque chose, t'auras qu'à me demander !","[@]Da quanto tempo, [Ninten]![WAIT@]Ho convinto mia mamma a farmi esplorare di nuovo.[WAIT@]Così io e le tue sorelle abbiamo pensato a come aiutarti![WAIT@]Se hai bisogno di mettere da parte degli oggetti, chiedimi pure!",[@]また　あえたね [NINTEN]ちゃん！[WAIT@]ママに　ぼうけんさせてって　おねがいしたの。[WAIT@]せんとうは　ダメっていわれたけど　ミミーとミニーに　はなして[BR]あずかりやさんを　はじめたの！[WAIT@]なにか　あずけてほしかったら[BR]こえを　かけて　ねッ！,[@][Ninten]! 또 만났네![WAIT@]엄마를 설득해서 다시 탐험에 나올 수 있게 됐어.[WAIT@]그래서 나랑 오빠네 여동생들이 오빠를 도울 방법을 생각해 봤지![WAIT@]맡기고 싶은 물건이 있으면 나한테 말해!,"[@]¡Nos volvemos a ver, [Ninten]![WAIT@]Pude convencer a mi mamá para que me deje explorar de nuevo.[WAIT@]¡Así que tus hermanas y yo hemos encontrado una manera para ayudarte![WAIT@]Si necesitas guardar algo, ¡solo dímelo!","[@]¡Hola de nuevo, [Ninten]!\n[WAIT@]Convencí a mi mamá para que me dejara explorar otra vez.\n[WAIT@]¡Así que yo y tus hermanas hemos decidido buscar una forma de ayudarte!\n[WAIT@]Si necesitas guardar cualquier cosa, ¡solo dímelo!","[@]Olha eu aqui de novo, [Ninten]![WAIT@]Consegui convencer minha mãe a me deixar explorar novamente.[WAIT@]Então, juntei com as suas irmãs para pensar em uma forma de te ajudar![WAIT@]Se você precisar guardar alguma coisa, é só pedir!","[@]Znowu się spotykamy, [Ninten]![WAIT@]Przekonałam moją mamę, by znowu pozwoliła mi zwiedzać.[WAIT@]A więc, ja i twoje siostry postanowiłyśmy ci jakoś pomóc![WAIT@]Jeżeli musisz coś przechować, po prostu daj znać!","[@]So sehen wir uns wieder, [Ninten]![WAIT@]Ich habe meine Mama überredet, wieder auf Erkundungstour gehen zu dürfen.[WAIT@]Also haben meine Schwestern und ich entschieden, einen Weg zu finden, dir zu helfen![WAIT@]Wenn du etwas lagern möchtest, frag mich einfach!","[@]И снова привет, [Ninten]![W@]Я уговорила маму, чтобы она снова меня отпустила.[W@]Мы с твоими сестричками решили тебе подсобить![W@]Если тебе есть что оставить на время, клади ко мне!","[@]І знову привіт, [Ninten]!\n[WAIT@]Я вмовила свою маму дозволити мені вирушити в пригоду.\n[WAIT@]І ось, я з твоїми сестричками вирішили тобі трішки допомогти!\n[WAIT@]Дай мені знати, якщо тобі потрібно віддати щось на зберігання!",[@]我们又见面啦，[Ninten]！[WAIT@]我妈妈终于同意让我出来冒险了。[WAIT@]所以我和你的妹妹们决定在路上帮你的忙！[WAIT@]如果你需要存放任何东西，尽管跟我说就好！
