key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN,pr
BOTTLEROCKETGIFT_NAME,Gift Bottle Rocket,Fusée crayon offerte,Bottiglia-razzo regalo,おみやげロケット,선물용 로켓,Cohete bot. de regalo,Cohete bot. de regalo,Rojão de Presente,Butlorakieta-Podarek,Raketen-Geschenk,Подар. бутыл. ракета,Подарункова ракета,礼品瓶装火箭,
BOTTLEROCKETGIFT_DESC,"Rickety, but handcrafted with care.","D’apparence pas très fiable, mais assemblée avec soin.","Un po' traballante, ma costruita con affetto.",まごころ　こめられた\nてづくりの　ペンシルロケット。,수작업으로 만들어낸 수제 로켓.,"Un poco trucho, pero hecho a mano y con cuidado.","Destartalado, pero fabricado con esmero.","Meio instável, mas feito à mão com muito carinho.","Może i trochę się gibie, ale została zrobiona z miłością.","Klapprig, aber sorgfältig in Handarbeit gemacht.","Хлипкая, зато сделана с любовью.","Хитка, але зроблена з любов'ю.",虽然摇摇晃晃，但却是用心手工打造的。,
BOTTLEROCKETGIFT_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,으로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Butlorakiety-Podarku,Butlorakiecie-Podarkowi,Butlorakietę-Podarek,","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","подарочная бутылочная ракета,подарочной бутылочной ракеты,подарочной бутылочной ракете,подарочную бутылочную ракету,подарочной бутылочной ракете,,а,ена,ась,ит,её","подарункова ракета,подарункової ракети,подарунковій ракеті,подарункову ракету,,,ла,а,є,ить,її",",,,,这个,它,是",
BOTTLEROCKETHEAD_NAME,Bottle Rocket Head,Tête de fusée crayon,Punta Bottiglia-razzo,ロケットのあたま,로켓 머리,Cabeza del cohete bot.,Cabeza del cohete bot.,Ponta do Rojão,Czubek Butlorakiety,Raketenkopf,Нос бутыл. ракеты,Голівка ракети,瓶装火箭头,
BOTTLEROCKETHEAD_DESC,The Bottle Rocket needs this to fly!\nHurry and attach it!,"Indispensable au vol de la Fusée crayon ¦\nVite, allez la fixer ¦","La Bottiglia-razzo ne ha bisogno per volare!\nForza, metticela!",ペンシルロケットが　とぶのに　ひつよう。\nほんたいに　とりつけてみよう。,펜슬 로켓이 날아오르는 데 꼭 필요하다!\n어서 붙여보자!,¡El cohete botella necesita esto para volar!\n¡Apresúrate y conéctalo!,"¡El cohete botella necesita esto para volar!\n¡Rápido, conéctalo!",O Rojão precisa disso para voar!\nEncaixe-a logo nele!,Bez niego butlorakieta nie poleci!\nPośpiesz się i go dołącz!,Die Flaschenrakete braucht das!\nSteck ihn schnell drauf!,Без него бутылочная ракета не полетит!\nСкорее прикрепи его!,Без неї пляшкова ракета не полетить!\nШвидше прикріпи її!,瓶装火箭需要这个才能飞！[BR]快把它装上去！,
BOTTLEROCKETHEAD_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,으로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Czubka Butlorakiety,Czubkowi Butlorakiety,Czubek Butlorakiety,","Der ,der ,Ein ,ein ,einen ,Den ,den ,Deinen ,deinen ,diesen ,ihn,alten,wurde,war","нос бутылочной ракеты,носа бутылочной ракеты,носу бутылочной ракеты,нос бутылочной ракеты,носе бутылочной ракеты,,,ён,ся,ит,его","голівка ракети,голівки ракети,голівці ракети,голівку ракети,,,ла,а,є,ить,її",",,,,这个,它,是",
BOTTLEROCKETMULTI_NAME,Multi Bottle Rocket,Gigafusée crayon,Multi-bottiglia-razzo,ペンシルロケット２０,20연발 펜슬 로켓,Multi cohete botella,Gigacohete botella,Multi-Rojão,Multi Butlorakieta,Multi-Flaschenrakete,Бутыл. мультиракета,Мульти пляшк. ракета,多重瓶装火箭,
BOTTLEROCKETMULTI_DESC,Deals massive explosive damage to all enemies.\nOnly [Lloyd] can use this.,Inflige des dégâts explosifs massifs à tous les ennemis. Seul [Lloyd] peut s'en servir.,Infligge danni da esplosione enormi a tutti i nemici.\nSolo [Lloyd] sa come si usa.,ぜんたいに　ペンシルロケットを２０はつ。\n[Lloyd]のグッズ。,모든 적에게 막대한 화염 피해를 준다.\n오직 [Lloyd]만 사용할 수 있다.,Inflige daño explosivo masivo a todos los enemigos. Solo [Lloyd] puede usarlo.,Inflige daño explosivo descomunal a todos los enemigos. Solo puede usarla [Lloyd].,Causa dano explosivo enorme aos inimigos.\nApenas o [Lloyd] pode usar isso.,Zadaje ogromne obrażenia od wybuchu wrogom.\nTylko [Lloyd] może jej używać.,Schadet allen Gegnern durch eine massive Explosion. [Lloyd] kann sie verwenden.,Наносит всем врагам огромный урон взрывом.\nТолько [Lloyd] умеет ей пользоваться.,Завдає всім ворогам величезної шкоди.\nТільки [Lloyd] вміє користуватися нею.,对全体敌人造成巨量爆炸伤害。[BR]只有[Lloyd]可以使用。,
BOTTLEROCKETMULTI_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,으로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Multi Butlorakiety,Multi Butlorakiecie,Multi Butlorakietę,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","бутылочная мультиракета,бутылочной мультиракеты,бутылочной мультиракете,бутылочную мультиракету,бутылочной мультиракете,,а,ена,ась,ит,её","мульти пляшкова ракета,мульти пляшкової ракету,мульти пляшковій ракеті,мульти пляшкову ракету,,,ла,а,е,ить,її",",,,,这个,它,是",
BOTTLEROCKETWINGS_NAME,Bottle Rocket Wings,Ailes de Fusée crayon,Ali di Bottiglia-razzo,ロケットのつばさ,로켓 날개,Alas del cohete bot.,Alas del cohete bot.,Asas do Rojão,Skrzydła Butlorakiety,Raketenflügel,Крылья бут. ракеты,Крила ракети,瓶装火箭尾翼,
BOTTLEROCKETWINGS_DESC,The Bottle Rocket needs these to maneuver!\nHurry and attach them!,"Indispensables pour diriger la Fusée-crayon ¦\nVite, allez les fixer ¦","La Bottiglia-razzo ne ha bisogno per manovrare!\nForza, metticele!",ペンシルロケットを　そうじゅうするのに　ひつよう。\nほんたいに　とりつけてみよう。,펜슬 로켓을 잘 조종하려면 꼭 필요하다!\n어서 붙여보자!,¡El cohete botella las necesita para maniobrar!\n¡Apúrate y conéctalas!,"¡El cohete botella las necesita para maniobrar!\n¡Rápido, conéctalas!",O Rojão precisa delas para manobrar!\nEncaixe-as logo nele!,Butlorakieta potrzebuje ich do skręcania!\nPośpiesz się i je dołącz!,"Die Flaschenrakete braucht sie, um zu rangieren!\nSteck sie schnell ran!",Без них бутылочная ракета не будет маневрировать! Скорее прикрепи их!,Без них пляшкова ракета не зможе маневрувати! Скоріше прикріпи їх!,瓶装火箭需要这些才能进行操纵！[BR]快把它们装上去！,
BOTTLEROCKETWINGS_ART,"The ,the ,The ,the ,these ,them,were","Les ,les ,Les ,les ,ces ,es,es,vos ,les ,de ,ont","Le ,le ,Delle ,delle ,queste ,e,ue,le",,"은,이,을,과,으로","Las ,las ,Unas ,unas ,estas ,as,s,n","Las ,las ,Unas ,unas ,estas ,as,s,n","As ,as ,Umas ,umas ,essas ,estas ,as,suas ,foram",",Skrzydeł Butlorakiety,Skrzydłom Butlorakiety,Skrzydła Butlorakiety,","Die ,die ,Einige ,einige ,einige ,Die ,die ,Deine ,deine ,diese ,sie,alten,wurden,waren","крылья бутылочной ракеты,крыльев бутылочной ракеты,крыльям бутылочной ракеты,крылья бутылочной ракеты,крыльях бутылочной ракеты,,и,ены,ись,ат,их","крила ракети,крил ракети,крилам ракети,крила ракети,,,ли,і,ють,ять,їх",",,,,这些,它们,是",
BREAD_NAME,Bread,Pain,Pane,パン,빵,Pan,Pan,Pão Francês,Chleb,Brot,Хлеб,Хліб,面包,
BREAD_DESC,Its Crumbs can help you flee from battle.\nRestores [ItemValue] HP.,Ses miettes peuvent vous permettre de fuir les combats. Rend [ItemValue] PV.,Con le sue Briciole puoi fuggire dalle battaglie.\nRipristina [ItemValue] PS.,つかうと　パンくずに　かわる。\nたべると　HPを[ItemValue]かいふく。,부스러기로 전투에서 도망칠 수 있다.\nHP를 [ItemValue]만큼 회복한다.,Sus Migajas pueden ayudarte a huir de las batallas. Restaura [ItemValue] PV.,Con sus Migas puedes huir de la batalla.\nRecupera [ItemValue] PV.,As Migalhas podem ajudar a fugir de uma batalha. Recupera [ItemValue] HP.,Jego okruchy mogą pomóc ci w ucieczce z walki. Przywraca [ItemValue] HP.,Seine Krümel helfen dir bei der Flucht.\nStellt [ItemValue] KP wieder her.,Его крошки помогут сбежать с поля боя.\nВосстанавливает [ItemValue] ОЗ.,Його крихти допоможуть вам втекти з битви.\nВідновлює [ItemValue] оч[ItemValArt3] здоров'я.,它的碎屑可以帮助你逃离战斗。[BR]回复[ItemValue]点HP。,
BREAD_ART,"The ,the ,Some ,some ,this ,it,was","Le ,le ,Du ,du ,ce ,,on,votre ,le ,de ,a","Il ,il ,Del ,del ,questo ,o,uo,il",,"은,이,을,과,으로","El ,el ,,,este ,o,,","El ,el ,,,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Chleba,Chlebowi,Chleb,","Das ,das ,Ein ,ein ,ein ,Das ,das ,Dein ,dein ,dieses ,es,altes,wurde,war","хлеб,хлеба,хлебу,хлеб,хлебе,,,ён,ся,ит,его","хліб,хліба,хлібу,хліб,,,в,ий,е,ить,його",",,一些,一些,这个,它,是",
BROKENITEM_DESC,Maybe [LLOYD] could fix it sometime.,Peut-être que [LLOYD] pourrait la réparer.,Forse [LLOYD] sa come aggiustarla.,[LLOYD]が　いつか　かならず　なおしてくれる。,언젠가 [LLOYD][particle:LLOYD:1] 고칠 수 있을지도 모른다.,Quizás [LLOYD] podría arreglarla en algún momento.,Quizás [LLOYD] podría arreglarla en algún momento.,Talvez o [LLOYD] possa consertar isso alguma hora.,Może [LLOYD] mógłby to kiedyś naprawić.,Vielleicht kann [LLOYD] sie bald reparieren.,Когда-нибудь [LLOYD] сможет её починить.,Може [Lloyd] її полагодить.,或许[LLOYD]将来可以修好它。,
BROKENTRUMPET_NAME,Broken Trumpet,Trompette cassée,Tromba rotta,こわれたラッパ,망가진 트럼펫,Trompeta rota,Trompeta rota,Trompete Quebrado,Popsuta Trąbka,Kaputte Trompete,Сломанная труба,Зламана труба,损坏的小号,
BROKENTRUMPET_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,으로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Popsutej Trąbki,Popsutej Trąbce,Popsutą Trąbkę,a","Die ,die ,Die ,die ,die ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","сломанная труба,сломанной трубы,сломанной трубе,сломанную трубу,сломанной трубе,,а,ена,ась,ит,её","зламана труба,зламаної труби,зламаній трубі,зламану трубу,,,ла,а,є,ить,її",",,,,这个,它,是",
BULLHORN_NAME,Bullhorn,Mégaphone magique,Megafono,ふしぎなメガホン,신기한 메가폰,Megáfono,Megáfono,Megafone,Megafon,Megafon,Рупор,Мегафон,扩音喇叭,
BULLHORN_DESC,Use it to intimidate enemies with your amplified voice.,Utilisez-le pour effrayer les ennemis avec une voix puissante.,Usalo per spaventare i nemici con la tua voce amplificata.,おおごえで　てきを　おどかす。,증폭된 목소리로 적을 위협하는 데 사용해 보자.,Úsalo para intimidar a los enemigos con tu voz amplificada.,Úsalo para intimidar a los enemigos con tu voz amplificada.,Use para intimidar os inimigos com sua voz amplificada.,"Użyj go, aby zastraszyć wrogów swoim wzmocnionym głosem.","Benutze es, um Gegnern mit deiner mächtigen Stimme einzuschüchtern.","Крикни в него, чтобы припугнуть врагов.","Використайте його, щоб залякати ворогів своїм посиленим голосом.",使用它可以扩大你的声音并以此震慑敌人。,
BULLHORN_ART,"The ,the ,A ,a ,this ,it,was","Le ,le ,Un ,un ,ce ,,on,votre ,le ,de ,a","Il ,il ,Un ,un ,questo ,o,uo,il",,"은,이,을,과,으로","El ,el ,Un ,un ,este ,o,,","El ,el ,Un ,un ,este ,o,,","O ,o ,Um ,um ,esse ,este ,o,seu ,foi",",Megafonu,Megafonowi,Megafon,","Das ,das ,Ein ,ein ,ein ,Das ,das ,Dein ,dein ,dieses ,es,altes,wurde,war","рупор,рупора,рупору,рупор,рупоре,,,ён,ся,ит,его","мегафон,мегафона,мегафону,мегафон,,,в,ий,е,ить,його",",,,,这个,它,是",
CANARYCHICK_NAME,Canary Chick,Bébé canari,Pulcino di canarino,カナリアのヒナ,아기 카나리아,Canario bebé,Cría de canario,Canário Filhote,Kanarek,Kanarienküken,Птенец канарейки,Пташеня канарки,金丝雀雏鸟,
CANARYCHICK_DESC,Its eyes show sadness.,On peut voir la solitude dans ses yeux.,Ha la tristezza negli occhi.,さびしそうな　めを　しています。,당장이라도 울 것 같은 눈이다.,Sus ojos muestran tristeza.,Puedes ver la tristeza en sus ojos.,Tem os olhos tristes.,Widać smutek w jego oczach.,Seine Augen zeugen von Trauer.,Какие у него грустные глазки...,Його очі сповнені смутку.,它的眼神中流露出哀伤。,
CANARYCHICK_ART,"The ,the ,The ,the ,this ,it,was","Le ,le ,Le ,le ,ce ,,on,votre ,le ,de ,a","Il ,il ,Un ,un ,questo ,o,uo,il",,"는,가,를,와,로","El ,el ,Un ,un ,este ,o,,","La ,la ,Una ,una ,esta ,a,,","O ,o ,O ,o ,esse ,este ,o,seu ,foi",",Kanarka,Kanarkowi,Kanarka,","Das ,das ,Ein ,ein ,ein ,Das ,das ,Dein ,dein ,dieses ,es,altes,wurde,war","птенец канарейки,птенца канарейки,птенцу канарейки,птенца канарейки,птенце канарейки,,,ён,ся,ит,его","пташеня канарки,пташеняти канарки,пташеняті канарки,пташеня канарки,,,ло,е,е,ить,його",",,,,这个,它,是",
CAPSULEDEF_NAME,Defense Capsule,Capsule de défense,Capsula Difesa,ディフェンスカプセル,디펜스 캡슐,Cápsula de defensa,Cápsula defensa,Cápsula de Defesa,Kapsułka Obrony,Verteidigungskapsel,Капсула защиты,Капсула захисту,防御胶囊,
CAPSULEDEF_DESC,Increases your Defense by [ItemValue].,Augmente votre défense de [ItemValue].,Aumenta la Difesa di [ItemValue].,ディフェンスを　[ItemValue]あげる。,디펜스가 [ItemValue]만큼 증가한다.,Aumenta tu defensa en [ItemValue].,Aumenta tu defensa en [ItemValue].,Aumenta a Defesa em [ItemValue].,Zwiększa obronę o [ItemValue].,Erhöht deine Verteidigung um [ItemValue].,Повышает защиту на [ItemValue] единиц[ItemValArt1].,Підвищує захист на [ItemValue].,将你的防御力提高[ItemValue]点。,
CAPSULEDEF_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Kapsułki Obrony,Kapsułce Obrony,Kapsułkę Obrony,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","капсула защиты,капсулы защиты,капсуле защиты,капсулу защиты,капсуле защиты,,а,ена,ась,ит,её","капсула захисту,капсули захисту,капсулі захисту,капсулу захисту,,,ла,а,е,ить,її",",,,,这个,它,是",
CAPSULEGUT_NAME,Guts Capsule,Capsule d'audace,Capsula Combattività,ガッツカプセル,용기 캡슐,Cápsula de coraje,Cápsula agallas,Cápsula de Coragem,Kapsułka Odwagi,Mutkapsel,Капсула дерзости,Капсула сміливості,勇气胶囊,
CAPSULEGUT_DESC,Increases your Guts by [ItemValue].,Augmente votre audace de [ItemValue].,Aumenta la Combattività di [ItemValue].,ガッツを　[ItemValue]あげる。,용기가 [ItemValue]만큼 증가한다.,Aumenta tu coraje en [ItemValue].,Aumenta tus agallas en [ItemValue].,Aumenta a Coragem em [ItemValue].,Zwiększa poziom odwagi o [ItemValue].,Erhöht deinen Mut um [ItemValue].,Повышает дерзость на [ItemValue] единиц[ItemValArt1].,Підвищує сміливість на [ItemValue].,将你的勇气值提高[ItemValue]点。,
CAPSULEGUT_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Kapsułki Odwagi,Kapsułce Odwagi,Kapsułkę Odwagi,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","капсула дерзости,капсулы дерзости,капсуле дерзости,капсулу дерзости,капсуле дерзости,,а,ена,ась,ит,её","капсула сміливості,капсули сміливості,капсулі сміливості,капсулу сміливості,,,ла,а,е,ить,її",",,,,这个,它,是",
CAPSULEHP_NAME,HP Capsule,Capsule de PV,Capsula PS,フィジカルカプセル,HP 캡슐,Cápsula de PV,Cápsula PV,Cápsula de HP,Kapsułka HP,KP-Kapsel,Капсула ОЗ,Капсула здоров'я,HP胶囊,
CAPSULEHP_DESC,Increases your maximum HP by [ItemValue].,Augmente votre maximum de PV de [ItemValue].,Aumenta i PS massimi di [ItemValue].,さいだいHPを　[ItemValue]あげる。,최대 HP가 [ItemValue]만큼 증가한다.,Aumenta tus PV máximos en [ItemValue].,Aumenta tus PV máximos en [ItemValue].,Aumenta o HP máximo em [ItemValue].,Zwiększa maksymalne HP o [ItemValue].,Erhöht deine maximalen KP um [ItemValue].,Увеличивает максимальное\nколичество ОЗ на [ItemValue] единиц[ItemValArt1].,Підвищує максимальні ОЗ на [ItemValue].,将你的最大HP值提高[ItemValue]点。,
CAPSULEHP_ART,"The ,the ,An ,an ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Kapsułki HP,Kapsułce HP,Kapsułkę HP,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","капсула ОЗ,капсулы ОЗ,капсуле ОЗ,капсулу ОЗ,капсуле ОЗ,,а,ена,ась,ит,её","капсула здоров'я,капсули здоров'я,капсулі здоров'я,капсулу здоров'я,,,ла,а,е,ить,її",",,,,这个,它,是",
CAPSULEIQ_NAME,IQ Capsule,Capsule de QI,Capsula QI,ウィズダムカプセル,IQ 캡슐,Cápsula de IQ,Cápsula CI,Cápsula de QI,Kapsułka IQ,IQ-Kapsel,Капсула IQ,Капсула IQ,智力胶囊,
CAPSULEIQ_DESC,Increases your IQ by [ItemValue].,Augmente votre QI de [ItemValue].,Aumenta il QI di [ItemValue].,ＩＱを　[ItemValue]あげる。,IQ가 [ItemValue]만큼 증가한다.,Aumenta tu IQ en [ItemValue].,Aumenta tu CI en [ItemValue].,Aumenta o QI em [ItemValue].,Zwiększa IQ o [ItemValue].,Erhöht deinen IQ um [ItemValue].,Повышает IQ на [ItemValue] единиц[ItemValArt1].,Підвищує IQ на [ItemValue].,将你的智力值提高[ItemValue]点。,
CAPSULEIQ_ART,"The ,the ,An ,an ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Kapsułki IQ,Kapsułce IQ,Kapsułkę IQ,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","капсула IQ,капсулы IQ,капсуле IQ,капсулу IQ,капсуле IQ,,а,ена,ась,ит,её","капсула IQ,капсули IQ,капсулі IQ,капсулу IQ,,,ла,а,е,ить,її",",,,,这个,它,是",
CAPSULEOFE_NAME,Offense Capsule,Capsule d'attaque,Capsula Attacco,オフェンスカプセル,오펜스 캡슐,Cápsula de ofensa,Cápsula fuerza,Cápsula de Ataque,Kapsułka Ofensywy,Angriffskapsel,Капсула силы,Капсула атаки,攻击胶囊,
CAPSULEOFE_DESC,Increases your Offense by [ItemValue].,Augmente votre attaque de [ItemValue].,Aumenta l'Attacco di [ItemValue].,オフェンスを　[ItemValue]あげる。,오펜스가 [ItemValue]만큼 증가한다.,Aumenta tu ofensa en [ItemValue].,Aumenta tu fuerza en [ItemValue].,Aumenta o Ataque em [ItemValue].,Zwiększa ofensywę o [ItemValue].,Erhöht deinen Angriff um [ItemValue].,Повышает атаку на [ItemValue] единиц[ItemValArt1].,Підвищує атаку на [ItemValue].,将你的攻击力提高[ItemValue]点。,
CAPSULEOFE_ART,"The ,the ,An ,an ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Kapsułki Ofensywy,Kapsułce Ofensywy,Kapsułkę Ofensywy,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","капсула силы,капсулы силы,капсуле силы,капсулу силы,капсуле силы,,а,ена,ась,ит,её","капсула атаки,капсули атаки,капсулі атаки,капсулу атаки,,,ла,а,е,ить,її",",,,,这个,它,是",
CAPSULEPP_NAME,PP Capsule,Capsule de PP,Capsula PP,サイコカプセル,PP 캡슐,Cápsula de PP,Cápsula PP,Cápsula de PP,Kapsułka PP,PP-Kapsel,Капсула ОП,Капсула ПСИ,PP胶囊,
CAPSULEPP_DESC,Increases your maximum PP by [ItemValue].,Augmente votre maximum de PP de [ItemValue].,Aumenta i PP massimi di [ItemValue].,さいだいＰＰを　[ItemValue]あげる。,최대 PP가 [ItemValue]만큼 증가한다.,Aumenta tu PP máximo en [ItemValue].,Aumenta tus PP máximos en [ItemValue].,Aumenta o PP máximo em [ItemValue].,Zwiększa maksymalne PP o [ItemValue].,Erhöht deine maximalen PP um [ItemValue].,Увеличивает максимальное\nколичество ОП на [ItemValue] единиц[ItemValArt1].,Підвищує максимальні ОП на [ItemValue].,将你的最大PP值提高[ItemValue]点。,
CAPSULEPP_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Kapsułki PP,Kapsułce PP,Kapsułkę PP,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","капсула ОП,капсулы ОП,капсуле ОП,капсулу ОП,капсуле ОП,,а,ена,ась,ит,её","капсула ПСИ,капсули ПСИ,капсулі ПСИ,капсулу ПСИ,,,ла,а,е,ить,її",",,,,这个,它,是",
CAPSULESPD_NAME,Speed Capsule,Capsule de vitesse,Capsula Velocità,スピードカプセル,스피드 캡슐,Cápsula de velocidad,Cápsula velocidad,Cápsula de Agilidade,Kapsułka Szybkości,Geschwindigkeitskapsel,Капсула скорости,Капсула швидкості,速度胶囊,
CAPSULESPD_DESC,Increases your Speed by [ItemValue].,Augmente votre vitesse de [ItemValue].,Aumenta la Velocità di [ItemValue].,スピードを　[ItemValue]あげる。,스피드가 [ItemValue]만큼 증가한다.,Aumenta tu velocidad en [ItemValue].,Aumenta tu velocidad en [ItemValue].,Aumenta a Agilidade em [ItemValue].,Zwiększa szybkość o [ItemValue].,Erhöht deine Geschwindigkeit um [ItemValue].,Повышает скорость на [ItemValue] единиц[ItemValArt1].,Підвищує швидкість на [ItemValue].,将你的速度值提高[ItemValue]点。,
CAPSULESPD_ART,"The ,the ,A ,a ,this ,it,was","La ,la ,Une ,une ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"은,이,을,과,로","La ,la ,Una ,una ,esta ,a,,","La ,la ,Una ,una ,esta ,a,,","A ,a ,Uma ,uma ,essa ,esta ,a,sua ,foi",",Kapsułki Szybkości,Kapsułce Szybkości,Kapsułkę Szybkości,a","Die ,die ,Eine ,eine ,eine ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","капсула скорости,капсулы скорости,капсуле скорости,капсулу скорости,капсуле скорости,,а,ена,ась,ит,её","капсула швидкості,капсули швидкості,капсулі швидкості,капсулу швидкості,,,ла,а,е,ить,її",",,,,这个,它,是",
CASHCARD_NAME,Cash Card,Carte bancaire,Carta di debito,キャッシュカード,현금 카드,Tarjeta de crédito,Tarjeta de crédito,Cartão,Karta Bankomatowa,Bankkarte,Банковская карта,Платіжна картка,金融卡,
CASHCARD_DESC,Use it for all your banking needs.,Utilisez-la pour toutes vos opérations bancaires.,Per tutte le tue necessità bancarie.,これが　あれば　ＡＴＭから　おかねを\nひきだすことが　できます。,ATM에서 현금을 뽑을 수 있다.,Utilízala para todas tus actividades bancarias.,Utilízala para todas tus actividades bancarias.,Use para todas as suas soluções bancárias.,Niezbędna do wszelkich transakcji bankowych.,Benutze sie für all deine Tätigkeiten in der Bank.,Удобный способ распоряжаться финансами.,Користуйтеся нею для усіх своїх платіжних потреб.,用于满足你所有银行业务的相关需求。,
CASHCARD_ART,"The ,the ,The ,the ,this ,it,was","La ,la ,La ,la ,cette ,e,a,votre ,la ,de ,a","La ,la ,Una ,una ,questa ,a,ua,la",,"는,가,를,와,로","La ,la ,La ,la ,esta ,a,,","La ,la ,La ,la ,esta ,a,,","O ,o ,O ,o ,esse ,este ,o,seu ,foi",",Karty Bankomatowej,Karcie Bankomatowej,Kartę Bankomatową,a","Die ,die ,Die ,die ,die ,Die ,die ,Deine ,deine ,diese ,sie,alte,wurde,war","банковская карта,банковской карты,банковской карте,банковскую карту,банковской карте,,а,ена,ась,ит,её","платіжна картка,платіжної картки,платіжній картці,платіжну картку,,,ла,а,е,ить,її",",,,,这个,它,是",
COINMAGIC_NAME,Magic Coin,Pièce magique,Moneta magica,まふうじのコイン,마법봉인의 코인,Moneda mágica,Moneda mágica,Moeda Mágica,Moneta Magii,Magische Münze,Монета магии,Монета чар,魔法硬币,
