key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN,pr
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_GETLOSTGIRL_0,"[@]I tried to play with a boy during recess...[D] but he told me to “get lost”.\n[W@]How do you get lost in a schoolyard, though?\n[W@]I just don’t get it.\n",[@]J'ai voulu jouer avec un garçon à la récré...[D] et il m'a dit « occupe-toi de tes oignons ».[W@]Mais pourquoi je devrais m'occuper d'oignons dans la cour de récré ?[W@]J'comprends pas.,[@]Volevo giocare con un bambino a ricreazione...[D] ma mi ha detto di “sparire”.\n[W@]Come fai a sparire se dobbiamo stare nel cortile?\n[W@]Non ho capito.,[@]ともだちと　おひるやすみのときに[BR]あそぼうとしたけど[D]　あっちいけって[BR]いわれちゃった。[W@]あっちって　どこにいけばいいのかな。[W@]がっこうのそとだと　せんせいにしかられちゃう。,[@]점심 시간에 남자애랑 놀려고 했는데...[D] “저쪽으로 꺼져”라고 소리쳤어.[W@]근데 저쪽이 어디인 걸까?[W@]난 아직도 이해가 안 돼.,[@]Intenté jugar con un niño en el recreo...\n[D]pero me dijo “que me fuera”.\n[W@]¿Pero cómo me voy a ir si aún tengo que volver a clases?\n[W@]De verdad no entiendo.\n,"[@]Intenté jugar con un niño en el recreo...\n[D] pero me dijo que «me fuera a freír espárragos».\n[W@]¿Pero cómo voy a hacer eso? ¡Estamos en el patio, no en una cocina!\n[W@]Es que no lo entiendo.","[@]Eu fui brincar com um menino no recreio...[D] mas ele me mandou ""ver se ele tá na esquina"".[W@]Como é que eu vou ver se você tá na esquina, se eu não posso sair da escola?[W@]Não entendi bulhufas.","[@]Chciałam pobawić się z chłopcem podczas przerwy...[D] ale powiedział, że ""mam spadać"".\n[W@]Ale jak, skoro tu nie ma żadnych dziur?\n[W@]Czegoś tu nie rozumiem.","[@]Ich habe versucht, in der Pause mit einem Jungen zu spielen ...[D] aber er sagte, ich soll mich „verpissen“.\n[W@]Aber gibt es dafür nicht Toiletten?\n[W@]Ich versteh's einfach nicht.","[@]Я на перемене хотела поиграть с мальчиком...[D][BR]А он мне сказал «иди в баню».\n[W@]Как же я пойду, если из школы выходить нельзя?\n[W@]Не понимаю...","[@]Я хотіла пограти з хлопчиком на перерві...[D] А він мені сказав «Йди гедь звідси»!\n[W@]Але куди ж мені йти,[DELAY:3] якщо за територію школи виходити не дозволено?\n[W@]Зовсім не розумію...",[@]下课的时候，我试着找个男生一起玩…[BR][D]但他却让我“滚远点”…[W@]可是，在学校操场上要怎么“滚”才算远呢？[W@]真是搞不懂他。,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_GETLOSTGIRL_SPEAKER,Mandy,Mandy,,マンディー,맨디,,,,,,Мэнди,Менді,曼迪,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_HORRORMOVIEBULLY_0,[@][LLOYD]’s such a wimp![WAIT] I bet he can’t even watch horror movies without wetting his pants!\n[W@]H...[D:6] huh?![D] O-of course I’m not afraid of horror movies![D] What a dumb question!\n,"[@][LLOYD], c'est un vrai trouillard ![WAIT] J'parie qu'il arrive même pas à regarder des films d'horreur sans se faire pipi dessus ![W@]D...[D:6] de quoi ?![D] B-bah bien sûr que j'ai pas peur des films d'horreur ![D] N'importe quoi, ta question !",[@][LLOYD] è uno sfigato![WAIT] Secondo me se la fa sotto ogni volta che guarda un film horror.\n[W@]C...[D:6] come?![D] I-io non ho paura dei film horror![D] Che domanda scema!,[@]ロイドの　よわむしけむし！[WAIT][BR]きっと　ホラーえいがをみてちびっているんだろうなぁ。[W@]え？[D:6]ぼくのことは　どうだって？[D][BR]そ　そりゃあこわくないさ。[D][BR]ば　ば　ばかげたはなし　いうなよ。,[@][LLOYD][particle:LLOYD:0] 완전 쫄보라니까![WAIT] 분명 공포 영화도 오줌 지리면서 볼 걸![W@]ㅁ...[D:6] 뭐?![D] 나-나는 공포 영화 같은 거 하나도 안 무섭거든![D] 완전 바보 같은 질문이네!,[@]¡Ese [LLOYD] es un debilucho![WAIT] ¡Seguro que ni puede ver películas de terror sin mojarse los pantalones!\n[W@]¿¡Q..[D:6] qué?![D] ¡C-claro que yo no les tengo miedo![D] ¡Qué tonterías preguntas!,[@]¡[LLOYD] es un cobardica![WAIT] ¡Seguro que no puede ver películas de terror sin mojarse los pantalones![W@]¡¿E...[D:6] eh?![D] ¡P-pues claro que a mí no me dan miedo![D] ¡Vaya pregunta más tonta!,[@]O [LLOYD] é o maior medroso![WAIT] Aposto que ele nem consegue assistir filmes de terror sem fazer xixi nas calças![W@]H...[D:6] Hein?![D] C-claro que eu não tenho medo de filmes de terror![D] Que pergunta idiota!,"[@][LLOYD] to taki mięczak![WAIT] Założę się, że nie obejrzałby horroru bez popuszczenia w gacie!\n[W@]H...[D:6] hę?![D] O-oczywiście, że nie boję się horrorów![D] Co za durne pytanie!","[@][LLOYD] ist so ein Weichei![WAIT] Ich wette, er kann nichtmal Horrorfilme schauen, ohne sich einzunässen!\n[W@]H...[D:6] Häh?![D] N-natürlich habe ich keine Angst vor Horrorfilmen![D] Was für eine dumme Frage!","[@][LLOYD] такой слабак![W] Да ему даже если ужастик показать, тот наделает в штаны!\n[W@]Кто...[D:6] я?![D] С-с чего бы мне бояться ужастиков?..","[@][LLOYD] такий слабак![D] Упевнений, він навіть фільм жахів не зможе подивитися, не надудливши у штани!\n[W@]Щ...[D:6] що?![D] З-зовсім ні, я не боюся фільмів жахів![D] Яке дурне питання!",[@][LLOYD]真是个胆小鬼！[BR][WAIT]我敢打赌，他看恐怖片肯定会吓得尿裤子！[W@]什…[DELAY:6]什么？！[BR][D]我-我当然不怕恐怖片！[D]你在说什么傻话！,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_HORRORMOVIEBULLY_1,"[@]Is that...? \n[W@]Hey, [LLOYD]![D] How much money did you pay this kid to hang out with you?\n","[@]C'est pas... ?[W@]Hé, [LLOYD] ![D] Tu l'as payé combien pour qu'il reste avec toi ?","[@]Ma quello è...? \n[W@]Ehi, [LLOYD]![D] Quanto hai dato a questo qui per passare il tempo con te?",[@]もしかして...？[W@][LLOYD][D]　まさか　カツアゲされてるわけ？,"[@]으응...?[W@]이봐, [LLOYD]![D] 이 녀석한테 친구비 얼마나 쥐여줬길래, 같이 다녀주는 거야?","[@]¿Ese no es...? \n[W@]¡Oye, [LLOYD]![D] ¿Cuánto dinero le pagaste a ese niño para que se juntara contigo?","[@]¿Ese no es...?[W@]¡Eh, [LLOYD]![D] ¿Cuánto le has pagado a este pavo para que se junte contigo?","[@]Mas esse é...?[W@]Ei, [LLOYD]![D] Quanto que você pagou pra esse menino andar com você?","[@]Czy to...? \n[W@]Hej, [LLOYD]![D] Ile kasy dałeś temu dzieciakowi by za tobą łaził?","[@]Ist das ...? \n[W@]Hey, [LLOYD]![D] Wie viel hast du diesem Kind bezahlt, dass es mit dir abhängt?","[@]Чего?..[W@]Эй, [LLOYD],[D:4] ты сколько заплатил этому пацану,[BR]чтоб он с тобой подружился?","[@]Чи це...?[W@]Гей, [LLOYD]![D] Скільки ти заплатив цьому хлопцю, щоб він з тобою дружив?",[@]那是…？[W@]喂，[LLOYD]！[BR][D]你花了多少钱，才让这孩子愿意跟你混一起的？,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_HORRORMOVIEBULLY_SPEAKER,Raph,Raph,,ラフィ,라피,,,,,,Раф,Раф,拉夫,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_HORRORMOVIEBULLY_THOUGHTS_0,[@]That clown still gives me the creeps...,[@]J'ai toujours trop la trouille de ce clown...,[@]Quel clown mi dà ancora i brividi...\n,[@]あのピエロ　みててゾクゾクするなぁ。,[@]그 광대는 아직도 소름 끼쳐...,[@]Ese payaso aún me da miedo...,[@]Ese payaso todavía me sigue dando mal rollo...,[@]Aquele palhaço ainda me dá medo...,[@]Ten klaun wciąż przyprawia mnie o dreszcze...,[@]Dieser Clown macht mir immer noch Angst ...,[@]Мне всё ещё не по себе от того клоуна...,[@]У мене досі мурашки по шкірі лише від думки про того клоуна...,[@]那个小丑还是让我感觉心里发毛…,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_0,"[@]The door to the roof, eh?[D] Of course it’s locked!\n[W@]Otherwise, instead of studying, all the naughty little punks in this school would sneak out to play games!\n[W@]Are you a punk, kid?\n","[@]Ah, la porte du toit ?[D] Évidemment qu'elle est verrouillée ![W@]Parce que sinon, tous les vilains garnements de cette école fileraient jouer en cachette au lieu de travailler ![W@]T'es un vilain garnement, toi ?","[@]La porta per il tetto?[D] Certo che è chiusa a chiave!\n[W@]Se no, poi tutti i monelli si nasconderebbero lì a giocare invece di studiare!\n[W@]Tu sei un monello?\n",[@]おくじょうのドアが　あかないって　いうのか。[D][BR]うちにかかれば　たいしたもんだいじゃねえな。[W@]しっかし　ちかごろ　べんきょうのかわりに[BR]おくじょうでゲームするガキが　おおいこった。　[W@]さてはきみも　ふりょうだな？,"[@]옥상 문 말하는 거냐, 응?[D] 당연히 잠겨 있지![W@]대문짝만하게 열려있으면 날라리들이 공부는커녕 몰래 게임이나 하러 올라갈 테니까![W@]너도 그런 부류냐?","[@]La puerta de la azotea, ¿eh?[D] ¡Pues claro que está cerrada!\n[W@]Si no, en vez de estudiar, ¡todos los holgazanes de esta escuela se escaparían para jugar!\n[W@]¿Eres un holgazán, niño?\n","[@]La puerta de la azotea, ¿eh?[D] ¡Pues claro que está cerrada!\n[W@]¡Si no, todos los granujillas del colegio se escaparían para jugar con las maquinitas!\n[W@]¿Eres un granuja, niño?","[@]A porta do terraço, é?[D] Claro que está trancada!\n[W@]Senão, em vez de estudar, todos esses marginaizinhos vão lá para cima ficar jogando videogame!\n[W@]Você é um marginalzinho?\n","[@]Drzwi na dach, ta?[D] Oczywiście, że są zamknięte!\n[W@]Gdyby nie były, wszystkie małe hultaje w tej szkole wymykałyby się tam by grać w gierki!\n[W@]Czy też jesteś hultajem?","[@]Die Tür zum Dach, was?[D] Klar ist sie verschlossen!\n[W@]Sonst würden sich alle kleinen frechen Lümmel in dieser Schule zum Spielen davonschleichen, anstatt zu lernen!\n[W@]Bist du ein frecher Lümmel, Kleiner?","[@]Дверь на крышу?[D] Ну конечно она заперта!\n[W@]Иначе бы всё местное хулиганьё пробиралось туда играть в электронные игры!\n[W@]Ты что, тоже хулиган?","[@]Двері на дах, кажеш?[D] Звичайно, вони замкнені!\n[W@]Якщо відкрию, всі хулігани школи почнуть туди лазити, уроки прогулювати!\n[W@]А ти, хлопче, що?[D] Теж хуліган?",[@]天台的门，嗯？[D]当然锁上了！[W@]要不然，学校里那些调皮捣蛋的小混球们全都会溜出去打游戏，谁还学习啊！[W@]小子，你也是个混混吗？,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_0-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,是,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_0-OPT_1,No,Non,,いいえ,아니오,,,Não,Nie,Nein,Нет,Ні,否,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_1,"[@]Hah![D] At least you have the integrity to admit it!\n[W@]With integrity, even being a punk isn’t a problem.\n","[@]Ah ![D] Au moins, tu as l'honnêteté de le reconnaître ![W@]C'est pas si grave d'être un vilain garnement si on est honnête.","[@]Hah![D] Almeno sei onesto e lo ammetti!\n[W@]Se uno è onesto, va bene anche se è un monello.\n\n",[@]だったとしても　たいしたもんだいじゃねえな。[W@]みとめられるだけでも　すごいことさ。,[@]하![D] 그래도 솔직하게 인정할 배짱은 있구만![W@]배짱만 있다면 날라리라도 상관없어.,"[@]¡Ja![D] ¡Al menos tienes la franqueza de admitirlo!\n[W@]Con franqueza, ni siquiera ser un holgazán es un problema.\n","[@]¡Ja![D] Al menos tienes principios y lo admites.\n[W@]Con principios, hasta un granuja tiene su pase.\n","[@]Ora![D] Pelo menos, você tem caráter para assumir!\n[W@]Um marginal com caráter não é tanto problema.\n","[@]Ha![D] Przynajmniej to wiesz i nie boisz się przyznać!\n[W@]Jak się wie, kim się jest, to żaden problem być nawet hultajem.","[@]Hah![D] Immerhin hast du Mumm um's zuzugeben!\n[W@]Mit Mumm ist's kein Problem, auch ein Lümmel zu sein.","[@]Ага![D] Ну хотя бы совести хватает cознаться.\n[W@]С совестью быть хулиганом уже не такая беда.\n[W@]А знаешь, что такое настоящая беда?","[@]Ха![D] Ну, хоча б тобі вистачає сумлінності зізнатися!\n[W@]А з сумлiннiстю навіть бути хуліганом не проблема.",[@]哈！[D]至少你诚实的承认了！[W@]只要为人正直，就算是个小混球也没关系。,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_2,"[@]Well, isn’t that a rare sight![D] I oughta treat you to some tea.\n[W@]No, no, I insist! It's not a problem.\n","[@]Eh ben, voilà qui est rare ![D] Pour la peine, je devrais t'offrir une tasse de thé.[W@]Si, si, j’insiste ! Ça ne me pose aucun problème.","[@]Questa è una rarità![D] Devo proprio offrirti del tè.\n[W@]No, no, insisto! Non è un problema.\n\n",[@]ちかごろだと　めずらしいな。[BR]いや　ホントに　たいしたもんだいじゃないんだ。[@]おちゃでも　のみなって　なッ。　,"[@]오, 너 같은 애들은 드물어![D] 차라도 한잔 대접해 주지.[W@]아냐, 아냐. 어른이 주면 그냥 받는 거다.","[@]¡Vaya, eso sí que es algo raro de ver![D] Debería invitarte un té.\n[W@]¡Que sí, que sí, yo invito! No es ningún problema.\n","[@]¡Vaya, qué sorpresa![D] Debería invitarte a un té.\n[W@]¡Que sí, que sí, que invito yo! No es ningún problema.","[@]Ora, mas que beleza![D] Vamos tomar um chá.\n[W@]Não, não, eu insisto! Não é nenhum incômodo.\n","[@]A to dopiero rzadki widok![D] Aż muszę cię poczęstować herbatą.\n[W@]Ależ proszę, nalegam! To żaden problem.","[@]Na, wenn das mal nicht ein seltener Anblick ist![D] Ich muss dich mal auf einen Tee einladen.[W@]Nein, ich bestehe darauf! Das ist kein Problem.","[@]Что ж, такое редко увидишь![D:6] Угощу-ка я тебя чаем.\n[W@]Нет уж, я настаиваю.[D:4] Ты меня не побеспокоишь!\n[W@]Вот знаешь, что меня беспокоит?","[@]Ох, таке зустрінеш не щодня![D] Мені варто пригостити тебе чаєм.\n[W@]Ні, ні, я наполягаю! Це зовсім не проблема.",[@]诶哟，这可不常见啊！[D]我得请你喝杯茶了。[W@]不不不，别客气，这不算什么。,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_3,"[@]My wife, though?[D] Now THAT’S a problem, if I’ve ever seen one!\n[W@]She doesn't get out of bed until noon...\n[W@]And she won't even pack me a brown bag lunch!\n[W@]Isn't that just horrible?\n","[@]Ma femme, par contre ?[D] ÇA, c’est un vrai problème ![W@]Elle dort jusqu'à midi tous les jours et ne me prépare jamais de panier-repas ![W@]C'est horrible, n'est-ce pas ?","[@]Mia moglie, invece?[D] Lei SÌ che è un problema!\n[W@]Non si alza prima di mezzogiorno...\n[W@]E neanche mi prepara il pranzo al sacco!\n[W@]Non ti sembra tremenda?\n\n",[@]そんなことより　うちのにょうぼうだよ。[D][BR]そっちのほうが　もんだいさ。[W@]まいあさ　ひるまで　ねむってやがって・・・[D][BR]しかも　べんとうも　つくってくれねぇ！[W@]ひでぇはなしだろ？　,[@]근데 우리 집사람은 말이야?[D] 그게 진짜 문제라니까![W@]해가 중천에 떠도 침대에선 나오지도 않아...[W@]게다가 남편이 출근하는데 도시락 하나 안 싸준다니까![W@]네가 생각해도 너무하지 않냐?,"[@]En cambio mi esposa...[D] ¡Esa sí que es un problema, y de los grandes!\n[W@]¡No se levanta de la cama hasta el mediodía...!\n[W@]¡Y ni siquiera me prepara el almuerzo para el trabajo!\n[W@]¿Acaso no es terrible?\n","[@]¿Pero mi mujer?[D] ¡Eso sí que es un problema, y de los gordos!\n[W@]No se levanta de la cama hasta el mediodía...\n[W@]¡Y ni siquiera me prepara un almuerzo para llevar!\n[W@]¿A que es un espanto?","[@]E a minha esposa?[D] Ela SIM é um incômodo, vou te contar!\n[W@]Ela fica deitada na cama até meio dia...\n[W@]E nem arruma a minha marmita!\n[W@]Isso não é terrível?\n","[@]Za to moja żona?[D] Z NIĄ to dopiero problem, jak z nikim innym!\n[W@]Wyleguje się w łóżku aż do południa...\n[W@]I nawet nie spakuje mi kanapek do pracy!\n[W@]Czyż to nie okropne?","[@]Meine Frau, aber?[D] Die ist ein RIESIGES Problem![W@]Sie kommt erst gegen Mittag aus den Federn ...[W@]Und dann macht sie mir nicht mal mein Pausenbrot![W@]Ist das nicht schrecklich?","[@]Моя жена![D] Горе на мою седую голову!\n[W@]Мало того, что она отлёживается до полудня...\n[W@]Так она мне даже обед на работу не собирает!\n[W@]Просто кошмар!","[@]Хочеш побачити справжню проблему?[D] Глянь на мою дружину![W@]Мало того, що вона спить до полудня...[W@]Так вона ще й не збирає мені на роботу обід![W@]Кошмар, правда?",[@]不过我老婆呢？[D]那才叫个大麻烦呢，我可从没见过她这样的！[W@]每天不到中午不起床…[W@]连给我准备一份便当都不肯！[W@]你说这是不是太过分了？,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_3-OPT_0,Yeah...,C'est vrai...,Già...,うん・・・,예...,Ya veo...,Ya...,Pois é...,Ta...,Ja ...,Ага...,Ага...,的确…,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_3-OPT_1,No way,Pas du tout,Per niente,いえ・・・,아뇨,No me diga,Para nada,Não muito.,Nie aż tak,Nö,Да не,Та ну,没有吧,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_4,"[@]And when she finally gets up, she does nothing but shop all day!\n[W@]Luckily, I hid all my credit cards from that woman!\n[W@]Don't you think she's a terrible wife?\n","[@]Elle ne fait que prendre du poids.[W@]Et quand elle sort enfin de son lit, elle passe ses journées à faire du shopping ![W@]N'est-elle pas une horrible femme ?","[@]E poi quando finalmente si alza, fa shopping tutto il giorno!\n[W@]Per fortuna ho nascosto tutte le mie carte di credito!\n[W@]Non ti sembra una moglie terribile?\n\n",[@]ぶくぶくふとるばっかしでよ。[W@]しかもおきたら　おきたで　デパートで　かいものばかりさ。[W@]ひでぇおんなだろ。,[@]그러고 일어나서 한다는 게 쓰잘데기 없이 쇼핑이나 해대고![W@]내 카드는 다 숨겨놨지만![W@]정말 최악의 마누라 아니냐?,"[@]¡Y cuando por fin se levanta, no hace nada más que irse de compras por todo el día!\n[W@]¡Por suerte, le escondí todas mis tarjetas de crédito a esa mujer!\n[W@]¿No te parece que es una esposa horrible?\n","[@]Y cuando por fin se levanta, ¡se pasa el día entero de compras!\n[W@]¡Menos mal que he dejado las tarjetas de crédito bien lejos de esa mujer!\n[W@]¿No crees que es una esposa horrible?","[@]Pois é![D] E quando finalmente se levanta, ela vai para a rua gastar!\n[W@]Ainda bem que eu escondi o meu cartão de crédito daquela mulher!\n[W@]Ela não é uma esposa horrível?\n","[@]A jak już w końcu wstanie, resztę dnia spędza na zakupach!\n[W@]Na szczęście schowałem przed tą kobietą wszystkie swe karty kredytowe!\n[W@]Okropna z niej żona, nie uważasz?","[@]Und wenn sie dann mal aufgestanden ist, geht sie den ganzen Tag nur Einkaufen![W@]Zum Glück hab ich all meine Kreditkarten vor ihr versteckt![W@]Findest du nicht, dass sie eine schreckliche Ehefrau ist?","[@]Так и более того! [D:6]После этого она целый день шляется по магазинам!\n[W@]Хорошо хоть, я спрятал от неё все свои кредитки!\n[W@]Вот как ты думаешь, она ужасная жена?","[@]Та коли вона врешті-решт встає, вона цілий день нічим не займається крім закупів![W@]На щастя, я сховав усі свої кредитні карти від тієї жінки![W@]Хіба ти не думаєш що вона жахлива дружина?",[@]等她终于起了床，又一天到晚只知道买东西！[W@]还好我早就把信用卡全藏起来，不让她找到！[W@]你说她是不是个糟糕透顶的老婆？,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_4-OPT_0,Uhuh...,Ouais...,"Beh, sì...",うんうん・・・,으음...,Ajá...,Ajá...,Pois é...,Yhym...,Mmhmm ...,Ага-а-а...,Угу...,呃呃…,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_4-OPT_1,Nuh-uh...,Mouais...,"Beh, no...",いえいえ・・・,아뇨...음...,No sé...,No sé...,Sei não...,Nie-e...,Neeee ...,Не-а...,Нє-а...,不-呃…,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_5,[@]Pah![D] Kids don't know the sorrows of real life!,[@]Pff ![D] Un gamin comme toi ne peut pas comprendre les chagrins de la vie...,[@]Pah![D] I mocciosi non hanno idea di quanto si soffre nella vita reale!\n,[@]こどもにゃ　わからねぇ。[BR][D]じんせいのかなしみは・・・,[@]허![D] 대가리에 피도 안 마른 놈이 뭘 알겠어!,[@]¡Bah![D] ¡Los mocosos no tienen ni idea de los golpes que da la vida!,[@]¡Bah![D] ¡Los críos no tenéis ni idea de los palos que da la vida!,[@]Tsc![D] As crianças não conhecem as tristezas da vida!,[@]Feh![D] Dzieciaki nie znają smutków prawdziwego życia!,[@]Pah![D] Kinder heutzutage kennen die echten Sorgen des Lebens nicht!,"[@]Вы, дети, ещё горя не знаете! [D]Тьфу!","[@]Ви, жовторотi, ще горя не знаєте![D] Тьху!",[@]切！[D]小孩子可不懂生活的苦！,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_6,"[@]Yeah, exa—[DELAY:5] Wait, what?!\n[W@]How dare you talk about my wife like that! Scram! \n","[@]Voilà, exac…[DELAY:5] Attends, quoi ?![W@]Comment oses-tu parler de ma femme comme ça ! Fiche le camp !","[@]Sì, esa—[DELAY:5] Scusa, come?!\n[W@]Come ti permetti di parlare male di mia moglie?! Smamma!\n\n",[@]そうそう・・・[D]って[BR][DELAY:5]おまえに　うちのにょうぼうのことを[BR]そんなふうにいわれる　すじあいは　ないね。　[W@]でてってくれ！,"[@]그래, 맞—[DELAY:5] 잠시만, 뭐?![W@]이 새끼가 우리 마누라를 욕 해?! 썩 꺼져!","[@]¡Sí, exac—[DELAY:5] ¡Un momento! ¡¿Qué?!\n[W@]¡Pero qué te has creído! ¡¿Cómo te atreves a hablar así de mi esposa?! ¡Largo de aquí!","[@]¡Sí, exac—[DELAY:5] ¡Un momento! ¡¿Qué?!\n[W@]¡Pero qué te has creído! ¡¿Cómo te atreves a hablar así de mi mujer?! ¡Largo de aquí!","[@]Pois é, exa—[DELAY:5] Peraí, o quê?!\n[W@]Como você ousa falar da minha esposa assim! Sai fora! \n","[@]No, dokła—[DELAY:5] Zaraz, co?!\n[W@]Jak śmiesz mówić tak o mojej żonie! Zmiataj stąd!","[@]Ja, ma-[DELAY:5] Warte, was?![W@]Wie sprichst du über meine Frau! Verzieh dich!","[@]Да, именн...[DELAY:5] Стоп, что?!\n[W@]Да как ты смеешь говорить так о моей жене![BR]Пошёл вон отсюда!","[@]Так, правиль...[DELAY: 5] Що-що?!\n[W@]Як ти смієш казати це про мою дружину! Геть звiдси!",[@]是的，你说的没——[BR][DELAY:5]等等，什么？！[W@]你竟敢这么说我老婆！滚开！,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_7,[@]Is that so?[D] Hrm.\n[W@]You are a pretty good kid.[D] Would you like some tea?\n,[@]Tu penses que non ?[D] Hmm...[W@]Tu m'as l'air d'être un enfant raisonnable.[D] Tu veux prendre un peu de thé ?,[@]Tu dici?[D] Hrm.\n[W@]Sei un bravo bambino.[D] Vuoi del tè?\n\n,[@]わかいときゃ　かわいかったんだ。[W@]そうさ[DELAY:5]　いいところもあるんだよ。[BR][W@]ま[DELAY:5]　おちゃでものんでくかい？,[@]그런가?[D] 음.[W@]넌 꽤 괜찮은 애구나.[D] 차 한잔할래?,"[@]¿Ah, sí?[D] Mmm.\n[W@]Eres un buen muchacho después de todo.[D] ¿Te gustaría un poco de té?\n","[@]¿Ah, sí? Mmm.\n[W@]Pues mira, pareces un buen chico.[D] Oye, ¿te apetece un poco de té?","[@]Ah, é?[D] Hum.\n[W@]Você é um bom menino.[D] Aceita um chá?\n",[@]Naprawdę?[D] Hmm.\n[W@]Dobry z ciebie dzieciak.[D] Chciałbyś może herbatki?,[@]Ist das so?[D] Hmm.[W@]Du bist ein gutes Kind.[D] Willst du etwas Tee?,[@]Думаешь?[D] Гм-м.\n[W@]А ты хороший пацан.[D] Чай будешь?,[@]Та невже?[D] Гм-м.\n[W@]А ти хлопчисько непоганий.[D] Чай будеш?,[@]是这样吗？[D]嗯…[W@]你倒是个不错的孩子，[D]想来杯茶吗？,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_7-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так,是,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_7-OPT_1,No,Non,,いいえ,아니오,,,Não,Nie,Nein,Нет,Ні,否,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_8,[@](What a polite scamp!),"[@](Qu'est-ce qu'il est poli, ce garnement !)",[@](Che monello educato!)\n,[@](はなしのわかるこどもだなぁ。),[@](참 예의 바른 꼬마군!),[@](¡Pero que niño tan atento!),[@](¡Qué chaval tan educado!),[@](Mas que pestinha educado!),[@](Jaki z niego grzeczny urwis!),[@](Was ein höflicher Spitzbub!),"[@](Вежлив, паршивец!)",[@](Який вічливий шибеник!),[@]（真是个懂礼貌的小鬼头。）,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_9,"[@]How rude!\n[W@]When you're old, you'll wish that young brats would respect you!","[@]Quel culot ![W@]Tu verras, quand tu seras vieux, toi aussi tu voudras que les petits morveux te montrent du respect !","[@]Che maleducato!\n[W@]Quando sarai grande, vorrai essere rispettato dai giovinastri!\n",[@]ことわるとでも　いうのか。[W@]としよりを　だいじにしないと[BR]おとなになって　なきをみるぞ。,[@]버릇없긴![W@]네가 이 나이 먹고 봐라! 어린 놈들이 존중이 없어... 존중이.,"[@]¡Pero qué malcriado!\n[W@]¡Cuando seas viejo, vas a desear que los mocosos malcriados te respeten!\n","[@]¡Qué mala educación!\n[W@]¡Cuando seas viejo, ya querrás que los mocosos te tengan un respeto!","[@]Que grosseria!\n[W@]Quando você for mais velho, vai querer que as crianças te respeitem!\n","[@]Co za brak wychowania!\n[W@]Jak już się zestarzejesz, będziesz mógł jedynie pomarzyć o szacunku ze strony małych smarków!","[@]Wie unhöflich![W@]Wenn du mal alt bist, würdest du dir wünschen, dass junge Bälger dich respektieren würden!","[@]Как грубо![W@]Вот постареешь и тоже захочешь, чтобы мелочь тебя уважала!","[@]Як грубо![W@]Ось постарієш і бажатимеш, щоб молодь тебе поважала!",[@]真没礼貌！[W@]等你老了，你也会盼着年轻的小鬼们能尊重你一下！,
DIALOGUE_MERRYSVILLE_TWINKLEELEMENTARY_JANITOR_10,"[@]Please, please have some tea!",[@]Viens donc prendre une tasse de thé !,"[@]Prego, prendi un po' di tè!\n",[@]ま　おちゃを　のみなって。なッ。,"[@]자, 차라도 한잔해!","[@]Por favor, toma un poco de té, te invito.","[@]Por favor, toma un poco de té, te invito.","[@]Vamos, beba um pouco de chá!","[@]Ależ proszę, napij się herbatki!","[@]Ach bitte, nimm etwas Tee!","[@]Прошу, попей чайку!","[@]Будь ласка, спробуй чаю!",[@]来来来，快喝杯茶！,
