key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,zh_CN
ELEPHANT_ART,"The ,the ,An ,an ,its,it,it","L',l',Un ,un ,de l',à l',,le ,x","L',l',Un ,un ,dell',all',o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Słonia,Słoniowi,Słonia,,y,Słoniu","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Elefant,Elefanten,Elefanten,Elefanten","слон,слона,слону,слона,слоне,,,ён,ся,ет,его","слон,слона,слону,слона,слоні,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
ENERGYROBOT_NAME,Energy Robot,Robot atomique,Robot energetico,エナジーロボ,에너지 로봇,Robot energético,Robot energético,Robô Energético,Robot Energetyczny,Energieroboter,Энергобот,Енерго-робот,能量机器人
ENERGYROBOT_DESC,A walking fuel supply.,C'est un distributeur de carburant ambulant.,Una fonte di energia ambulante.,あるく　ねんりょうタンクだ。,걸어 다니는 충전기.,Un suministro de combustible ambulante.,Un suministro de combustible andante.,Uma bomba de combustível ambulante.,Chodzący zapas paliwa.,Eine wandernde Tankstelle.,Ходячий топливный бак.,Ходячий запас палива.,行走的燃料供应。
ENERGYROBOT_ART,"The ,the ,An ,an ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Robota Energetycznego,Robotowi Energetycznemu,Robota Energetycznego,,y,Robocie Energetycznym","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Energieroboter,Energieroboters,Energieroboter,Energieroboter","энергобот,энергобота,энергоботу,энергобота,энергоботе,,,ён,ся,ет,его","енерго-робот,енерго-робота,енерго-роботу,енерго-робота,енерго-роботі,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
FIREBALL_NAME,Fire Ball,Boule de feu,Fiammello,ファイアボール,파이어볼,Bola de fuego,Bola de fuego,Bola de Fogo,Kula Ognia,Feuerball,Огненный шар,Вогняна куля,火球
FIREBALL_DESC,It looks like it jumped out of a comic book.,On la croirait tout droit sortie d'une bande dessinée.,Sembra uscito da un fumetto.,マンガから　とびだして　きたような　やつだな。,만화책에서 뛰쳐나온 것처럼 생겼다.,Parece sacado de un cómic.,Parece sacada de un cómic.,Parece ter vindo de uma história em quadrinhos.,"Wygląda, jakby ją wyjął z komiksu.","Sieht aus, wie aus einem Comicbuch entsprungen.",Он словно выcкочил из комикса.,Вона ніби вискочила з коміксу.,看起来就像是从漫画书里跳出来的一样。
FIREBALL_ART,"The ,the ,A ,a ,its,it,it","La ,la ,Une ,une ,de la ,à la ,e,la ,se","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ,à ","jej,Kuli Ognia,Kuli Ognia,Kulę Ognia,a,a,Kuli Ognia","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Feuerball,Feuerballs,Feuerball,Feuerball","огненный шар,огненного шара,огненному шару,огненный шар,огненном шаре,,,ён,ся,ет,его","вогняна куля,вогняної кулі,вогняній кулі,вогняну кулю,вогняній кулі,,ла,а,є,ить,її",",,一个,一个,它的,它,它"
FISH_NAME,Fish,Roi des profondeurs,Pesce,ちかたいがのぬし,심층 해안의 주인,La Piraña,Er Piraña,Bacalhau,Ta Ryba,Tiefenkönig,Рыба!,Риба!,渊流之主
FISH_DESC,It seems to be guarding something.,Il semble protéger quelque chose.,Sembra stia facendo la guardia a qualcosa.,なにかを　まもっている　ようだ。,무언가를 지키고 있는 것 같다.,Parece estar protegiendo algo.,Parece estar protegiendo algo.,Parece estar protegendo alguma coisa.,Wydaje się czegoś strzec.,Er scheint etwas zu bewachen.,"Кажется, он что-то охраняет.","Здається, він щось обороняє.",它似乎在守护着什么东西。
FISH_ART,"The ,the ,The ,the ,its,it,it","Le ,le ,Le ,le ,du ,au ,,le ,x","Il ,il ,Il ,il ,del ,al ,o,il ",,"은,이,을,과,으로",",,,,de ,a ,o,el",",,,,de ,a ,o,el","O ,o ,O ,o ,o,seu ,ao ","jej,Tej Ryby,Tej Rybie,Tą Rybę,a,a,Tej Rybie","Der ,der ,Der ,der ,sein,den ,ihn,vom,,,Tiefenkönig,Tiefenkönigs,Tiefenkönig,Tiefenkönig","Рыба!,Рыбы!,Рыбе!,Рыбу!,Рыбе!,,,ён,ся,ет,его","риба!,риби!,рибі!,рибу!,рибі!,ов,в,ий,є,ить,його",",,,,它的,它,它"
FLY_NAME,Fly,Mouche,Mosca,フライ,플라이,Mosca,Mosca,Mosca,Mucha,Fliege,Муха,Муха,苍蝇
FLY_DESC,Insecticide is effective.,L'insecticide fonctionne à merveille sur elle ¦,L'insetticida è efficace.,さっちゅうざいが　よくきくぞ。,살충제가 제격이다.,El insecticida es efectivo.,El insecticida es efectivo.,Inseticida é efetivo.,Środek owadobójczy byłby tutaj skuteczny.,Insektizide sind effektiv.,Здесь не помешает аэрозоль.,Тут не завадить інсектицид.,杀虫剂很有效。
FLY_ART,"The ,the ,A ,a ,its,it,it","La ,la ,Une ,une ,de la ,à la ,e,la ,se","La ,la ,Una ,una ,della ,alla ,a,la ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ,à ","jej,Muchy,Musze,Muchę,a,a,Musze","Die ,die ,Eine ,eine ,ihr,die ,sie,von der,,,Fliege,Fliege,Fliege,Fliege","муха,мухи,мухе,муху,мухе,,а,ена,ась,ет,её","муха,мухи,мусі,муху,мусі,,ла,а,є,ить,її",",,一个,一个,它的,它,它"
FOUREYES_NAME,Foureyes,Katzieux,Quattrocchi,ビュンビューン,뷴뷴,Cuatrojos,Cuatrojos,Quatrolhos,Czterooki,Vierauge,Четвероглаз,Четверочі,四眼怪
FOUREYES_DESC,The optometrist's favorite.,Le patient préféré de son ophtalmo.,Il preferito dell'optometrista.,めいしゃさんの　おきにいり。,매지컨트 선정 안경사들이 가장 좋아하는 눈 1위.,El favorito del optometrista.,El favorito del oculista.,O favorito de um oculista.,Ulubieniec optometrystów.,Der Liebling eines jeden Optikers.,Любимец оптометриста.,Улюбленець оптометриста.,验光师的最爱。
FOUREYES_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Czterookiego,Czterookiemu,Czterookiego,,y,Czterookim","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Vierauge,Vierauges,Vierauge,Vierauge","четвероглаз,четвероглаза,четвероглазу,четвероглаз,четвероглазе,,,ён,ся,ет,его","четверочі,четверочей,четверочам,четверочі,четверочах,,ли,і,ють,ять,їх",",,一个,一个,它的,它,它"
FUGITIVE_NAME,Fugitive,Fugitif,Fuggitivo,だっそうはん,탈주범,Fugitivo,Fugitivo,Fugitivo,Uciekinier,Ausbrecher,Беглец,Втікач,逃犯
FUGITIVE_DESC,He can be found on the FBI's most wanted list.,Il figure au tout début de la liste des gens les plus recherchés par le FBI.,È nella lista dei più ricercati dall'FBI.,FBIの　しめいてはいリストの\nさいしょのほうに　のっている。,FBI 지명수배 목록에서 볼 수 있다.,Se le puede encontrar en la lista de los más buscados del FBI.,Se le puede encontrar en la lista de los más buscados del FBI.,Está na lista dos mais procurados do FBI.,Można go znaleźć na liście najbardziej poszukiwanych przez FBI.,Er ist auf der Most-Wanted-List des FBIs.,Значится в списке самых опасных преступников ФБР.,Значиться у списку найнебезпечніших злочинців ФБР.,可以从联邦调查局的通缉名单上找到他。
FUGITIVE_ART,"The ,the ,A ,a ,his,he,him","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Uciekiniera,Uciekinierowi,Uciekiniera,,y,Uciekinierze","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Ausbrecher,Ausbrechers,Ausbrecher,Ausbrecher","беглец,беглеца,беглецу,беглеца,беглеце,,,ён,ся,ет,его","втікач,втікача,втікачу,втікача,втікачу,ов,в,ий,є,ить,його",",,一个,一个,他的,他,他"
FUNKYFREAK_NAME,Funky Freak,Zombie de fin de soirée,Zombizzarro,ディスコゾンビ,디스코 좀비,Zombi llamativo,Zombi marchoso,Zumbi Discoteca,Pokręcony Wariat,Komischer Kauz,Зомби-тусовщик,Вечірковий зомбі,时髦怪咖
FUNKYFREAK_DESC,FUNKYFREAK_DESC,,,,,,,,,,,,
FUNKYFREAK_ART,"The ,the ,A ,a ,his,he,him","Le ,le ,Un ,un ,du ,au ,,le ,x","Lo ,lo ,Uno ,uno ,dello ,allo ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Zakręconego Wariata,Zakręconemu Wariatowi,Zakręconego Wariata,,y,Zakręconym Wariacie","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Komische Kauz,Komischen Kauzes,Komischen Kauz,Komischen Kauz","зомби-тусовщик,зомби-тусовщика,зомби-тусовщику,зомби-тусовщика,зомби-тусовщике,,,ён,ся,ет,его","вечірковий зомбі,вечіркового зомбі,вечірковому зомбі,вечіркового зомбі,верчірковому зомбі,ов,в,ий,є,ить,його",",,一个,一个,他的,他,他"
GABILAN_NAME,Gabilan,Gabilan,,ガビラン,가비란,Gabilán,Gabilán,Gabilão,,,Габилан,Габілан,加比兰
GABILAN_DESC,Something like this should not exist on Earth...,"Une telle créature ne devrait pas exister sur Terre, et pourtant...",Una creatura simile non dovrebbe esistere...,こんなやつは　ちきゅうじょうには\nそんざいしない　はずだ・・・。,이런 건 지구에 있어서는 안 될 것 같다...,Algo así no debería existir en la tierra...,Algo así no debería existir en la tierra...,Algo assim não pode ser da Terra...,Czegoś takiego nie powinno być na Ziemi...,So etwas sollte nicht auf der Erde existieren ...,Откуда это существо вообще взялось на Земле?..,Така істота взагалі не повинна існувати на Землі...,地球上不该存在这样的生物…
GABILAN_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Gabilana,Gabilanowi,Gabilana,,y,Gabilanie","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Gabilan,Gabilans,Gabilan,Gabilan","габилан,габилана,габилану,габилана,габилане,,,ён,ся,ет,его","габілан,габілана,габілану,габілана,габілані,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
GANGZOMBIE_NAME,Gang Zombie,Zombie mafieux,Zombi gangster,ギャングゾンビ,갱 좀비,Zombi gángster,Zombi gángster,Zumbi Gângster,Zombie Gangster,Zombie-Gangster,Зомби-гангстер,Зомбі-гангстер,帮派丧尸
GANGZOMBIE_DESC,"Careful, his Smash Hit is quite effective.",Attention à ses attaques SMAAAASH ¦,"Attenzione, il suo Colpo Smash è piuttosto forte.",こいつの　スマッシュヒットには　ようちゅうい。,"조심해, 녀석의 스매시 히트는 꽤 아프다고.","Cuidado, su golpe Smash es bastante efectivo.","Ten cuidado, su Golpe Smash es muy efectivo.","Cuidado, seus ataques Smash são bem fortes.","Uważaj, jego Miażdżący Cios jest dość skuteczny.","Vorsicht, sein Smash-Angriff ist sehr effektiv.",Поосторожнее: он весьма хорош в критических ударах.,Дивись не потрап під його критичний удар.,当心，他的暴击十分有效。
GANGZOMBIE_ART,"The ,the ,A ,a ,his,he,him","Le ,le ,Un ,un ,du ,au ,,le ,x","Lo ,lo ,Uno ,uno ,dello ,allo ,o,il ",,"는,가,를,와,로","La ,la ,Una ,una ,de la ,a la ,a,la ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Zombie Gangstera,Zombie Gangsterowi,Zombie Gangstera,,y,Zombie Gangsterze","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Zombie-Gangster,Zombie-Gangsters,Zombie-Gangster,Zombie-Gangster","зомби-гангстер,зомби-гангстера,зомби-гангстеру,зомби-гангстера,зомби-гангстере,,,ён,ся,ет,его","зомбі-гангстер,зомбі-гангстера,зомбі-гангстеру,зомбі-гангстера,зомбі-гангстері,ов,в,ий,є,ить,його",",,一个,一个,他的,他,他"
GARGOYLE_NAME,Gargoyle,Gargouille,,ガーゴイラ,가고일,Gárgola,Gárgola,Gárgula,Gargulec,,Гаргулья,Горгулья,石像鬼
GARGOYLE_DESC,It has the awful stone of origin.,Elle a le pouvoir de changer les gens en pierre.,Ha quella terribile pietra dell'origine.,にんげんを　いしに　してしまう\nのうりょくが　ある。,기원의 돌을 쓸 수 있다.,Tiene la horrible piedra de origen.,Tiene la dichosa piedra de origen.,Ela tem a horrível pedra da origem.,Ma okropny kamień źródła.,Es hat schreckliche Stein-Materie.,Умеет обращать людей в камень.,Вміє перетворювати людей на камінь.,它拥有可怕的起源之石。
GARGOYLE_ART,"The ,the ,A ,a ,its,it,it","La ,la ,Une ,une ,de la ,à la ,e,la ,se","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,로","La ,la ,Una ,una ,de la ,a la ,a,la ","La ,la ,Una ,una ,de la ,a la ,a,la ","A ,a ,Uma ,uma ,a,sua ,à ","jego,Gargulca,Gargulcowi,Gargulca,,y,Gargulcu","Das ,das ,Ein ,ein ,sein,das ,es,vom,,,Gargoyle,Gargoyles,Gargoyle,Gargoyle","гаргулья,гаргульи,гаргулье,гаргулью,гаргулье,,а,ена,ась,ет,её","горгулья,горгульї,горгульї,горгулью,горгульї,,ла,а,є,ить,її",",,一个,一个,它的,它,它"
GHOST_NAME,Ghost,Fantôme,Fantasma,ゴースト,고스트,Fantasma,Fantasma,Fantasma,Duch,Geist,Призрак,Привид,幽灵
GHOST_DESC,Just an ordinary ghost.,Un fantôme plutôt banal.,Un fantasma qualunque.,わりと　へいぼんな　おばけです。,그냥 평범한 고스트이다.,Solo un ordinario fantasma.,Solo un fantasma ordinario.,Só um fantasma comum.,"Duch, jaki jest, każdy widzi.",Nur ein gewöhnlicher Geist,Самый обыкновенный призрак.,Звичайнісінький привид.,只是一个普通的幽灵。
GHOST_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Ducha,Duchowi,Ducha,,y,Duchu","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Geist,Geists,Geist,Geist","призрак,призрака,призраку,призрака,призраке,,,ён,ся,ет,его","привид,привида,привиду,привид,привиді,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
GHOSTOFBARBOT_NAME,Ghost of Barbot,Fantôme de Barrebot,Fantasma di Barbot,バーボット・センゾ,선조 바보트,Fantasma de Barbot,Fantasma de Barbot,Fantasma do Bar-bô,Duch Barbota,Geist eines Barbots,Призрак прутобота,Привид стержнебота,幽灵机器人
GHOSTOFBARBOT_DESC,It is as light as air.,Il est léger comme l'air.,È leggero come l'aria.,ゆうれいなのか？　ロボットなのか？,공기처럼 가볍다.,Es tan ligero como el aire.,Es tan ligero como el aire.,Tão leve quanto o ar.,Jest lekki jak powietrze.,Er ist so leicht wie Luft.,Лёгкий как воздух.,Легкий як повітря.,它轻如空气，这到底是幽灵还是机器人？
GHOSTOFBARBOT_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Ducha Barbota,Duchowi Barbota,Ducha Barbota,,y,Duchu Barbota","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Geist eines Barbots,Geist eines Barbots,Geist eines Barbots,Geist eines Barbots","призрак прутобота,призрака прутобота,призраку прутобота,призрака прутобота,призраке прутобота,,,ён,ся,ет,его","привид стержнебота,привида стержнебота,привиду стержнебота,привид стержнебота,привиді стержнебота,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
GHOSTOFSTARMAN_NAME,Ghost of Starman,Fantôme de Starman,Fantasma di Starman,スターマン・センゾ,선조 스타맨,Fantasma de Starman,Fantasma de Starman,Fantasma de Starman,Duch Starmana,Geist eines Starmans,Призрак стармена,Привид стармена,幽灵星人
GHOSTOFSTARMAN_DESC,This Starman has come back from the dead to finish its business.,Ce Starman est revenu d'entre les morts pour finir le travail.,Questo Starman è tornato dall'aldilà per finire i suoi compiti.,スターマンは　けっちゃくを\nつけるために　よみがえってきた。,끝없는 업무를 처리하기 위해 죽음으로부터 돌아왔다.,Este Starman ha regresado de entre los muertos para terminar su negocio.,Este Starman ha vuelto de entre los muertos para acabar con sus asuntos.,Esse Starman voltou dos mortos para terminar o que começou.,"Ten Starman powrócił z martwych, aby dokończyć swój proceder.","Dieser Starman ist von den Toten auferstanden, um seinen Verpflichtungen nachzukommen.","Этот стармен восстал из мёртвых, чтобы завершить свою миссию.","Цей стармен повстав із мертвих, щоб завершити своє завдання.",这位星人死而复生，只为完成自己的使命。
GHOSTOFSTARMAN_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Ducha Starmana,Duchowi Starmana,Ducha Starmana,,y,Duchu Starmana","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Geist eines Starmans,Geist eines Starmans,Geist eines Starmans,Geist eines Starmans","призрак стармена,призрака стармена,призраку стармена,призрака стармена,призраке стармена,,,ён,ся,ет,его","привид стармена,привида стармена,привиду стармена,привид стармена,привиді стармена,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
GIEGUE_NAME,Giegue,Giygas,,ギーグ,기그,,,,,Giygas,Гийгас,Гійгас,吉格
GIEGUE_ART,",,,,his,he,him",",,,,de ,à ,,le ,x",",,,,di ,a ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ",",,,,de ,a ,o,",",,,,o,seu ,ao ","jego,Giegue'a,Giegue'owi,Giegue'a,,y,Giegue'u",",,,,sein,,ihn,von,,,Giygas,Giygas',Giygas,Giygas","Гийгас,Гийгаса,Гийгасу,Гийгаса,Гийгасе,,,ён,ся,ет,его","Гійгас,Гійгаса,Гійгасу,Гійгаса,Гійгасі,ов,в,ий,є,ить,його",",,,,他的,他,他"
GIGABORG_NAME,Giga Borg,Giga-Borg,Giga-Borg,ギガボーグ,기가보그,Giga-Borg,Giga-Borg,Giga-Borg,,Giga-Borg,Гигаборг,Гіга борг,千兆博格
GIGABORG_DESC,He only has PK Beam,Il ne semble utiliser que PK Rayon...,Ha soltanto PsicoRaggio.,PKビームしか　してこないのだが・・・。,오직 PK 빔만 쏜다.,Él solo tiene PK Beam,Solo sabe usar PK Beam.,Ele só usa PK Laser.,Ma tylko PK Promień.,Er beherrscht lediglich PK-Beam.,Он может использовать только ПК-луч.,Має лише ПСИ Промінь.,他只会使用PK光束。
GIGABORG_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Giga Borga,Giga Borgowi,Giga Borga,,y,Giga Borgu","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Giga-Borg,Giga-Borgs,Giga-Borg,Giga-Borg","гигаборг,гигаборга,гигаборгу,гигаборга,гигаборге,,,ён,ся,ет,его","гіга борг,гіга борга,гіга боргу,гіга борга,гіга боргу,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
GORILLA_NAME,Gorilla,Gorille,,ゴリラ,고릴라,Gorila,Gorila,Gorila,Goryl,,Горилла,Горила,大猩猩
GORILLA_DESC,Don't let this primate punk pick on you!,Ne laissez pas ce voyou de singe s'en prendre à vous ¦,Non farti prendere di mira da questo primate teppista!,こんな　ちんぴら　るいじんえんに\nからまれている　ばあいではない！,이 영악한 영장류한테 놀아나지 말자.,¡No dejes que su estilo punk te moleste!,¡No dejes que este primate se meta contigo!,Não deixe esse primata valentão implicar com você!,"Nie pozwól, by ten prymitywny dzikus się ciebie czepiał!",Lass dich nicht von diesem Primaten-Punk ärgern!,Не позволяй этому примату-хулигану издеваться над тобой!,Не дай цьому примату-хулігану тебе задирати!,别让这个猿类混混欺负你！
GORILLA_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Goryla,Gorylowi,Goryla,,y,Gorylu","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Gorilla,Gorillas,Gorilla,Gorilla","горилла,гориллы,горилле,гориллу,горилле,,а,ена,ась,ет,её","горила,горили,горилі,горилу,горилі,,ла,а,є,ить,її",",,一个,一个,它的,它,它"
GRIZZLYBEAR_NAME,Grizzly Bear,Grizzly,Grizzly,グリズリー,그리즐리,Oso Pardo,Oso pardo,Urso Cinzento,Niedźwiedź Grizzly,Grizzly,Гризли,Гризлі,灰熊
GRIZZLYBEAR_DESC,"If you must sleep, don't borrow his bed!","Ne dormez jamais sur son lit, même si vous êtes exténué ¦","Se proprio devi dormire, non farlo nel suo letto!",どんなに　ねむくても\nこいつの　ベッドでは　ねるなよ！,누군가 밥을 훔쳐먹어 언짢아하고 있다.,"Si debes dormir, ¡no tomes prestada su cama!","Si necesitas dormir, ¡no le quites su cama!","Se quiser dormir, não use a cama dele!","Jeśli chce ci się spać, nie pożyczaj jego łóżka!","Wenn du schlafen willst, leihe dir nicht sein Bettchen!",Хочешь поспать — не вздумай занимать его кровать!,"Якщо тобі захочеться поспати, не займай його ліжко!",如果你非要睡觉，至少别睡他的床！
GRIZZLYBEAR_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"는,가,를,와,로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Niedźwiedzia Grizzly,Niedźwiedziowi Grizzly,Niedźwiedzia Grizzly,,y,Niedźwiedziu Grizzly","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Grizzly,Grizzlys,Grizzly,Grizzly","гризли,гризли,гризли,гризли,гризли,,,ён,ся,ет,его","гризлі,гризлі,гризлі,гризлі,гризлі,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
GROUCHO_NAME,Groucho,Zieux bonus,,おまけビューン,덤 뷴,,,,Zrzęda,Granterich,Очи с усами,Граучо,笑面格鲁乔
GROUCHO_DESC,"If he was a mask, someone might mistake your identity!","S'il mettait un masque, il deviendrait méconnaissable.","Se fosse stato una maschera, qualcuno potrebbe non riconoscerti!",もし　こいつが　マスクを　したら\nだれかと　くべつがつかないな。,만일 이 녀석이 가면이라도 쓴다면 절대 구분할 수 없을 거다.,"¡Si fuera una máscara, alguien podría confundir tu identidad!","¡Si fuese una máscara, alguien podría confundir tu identidad!","Se fosse uma máscara, seria um disfarce e tanto!","Gdyby był maską, mógłbyś się nim za kogoś podszyć!","Wenn er eine Maske wäre, könnte man dich nicht erkennen!","Если бы это была маска, в ней тебя никто бы не узнал!","Якби він був маскою, у ньому ти б отримав повну анонімність.",如果他戴了面具，旁人或许会把你当成他！
GROUCHO_ART,"The ,the ,A ,a ,his,he,him","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Zrzędy,Zrzędzie,Zrzędę,,y,Zrzędzie","Der ,der ,Ein ,ein ,sein,den ,ihn,vom,,,Granterich,Granterichs,Granterich,Granterich","очи с усами,очей с усами,очам с усами,очи с усами,очах с усами,,и,ены,ись,ют,их","граучо,граучо,граучо,граучо,граучо,ов,в,ий,є,ить,його",",,一个,一个,他的,他,他"
GUARDDOG_NAME,Guard Dog,Chien de garde,Cane da guardia,ばんけん,경비견,Perro guardián,Perro guardian,Cão de Guarda,Pies Stróżujący,Wachhund,Сторожевой пёс,Сторожовий собака,看门狗
GUARDDOG_DESC,It's been trained since it was a puppy.,Il a été dressé dès son plus jeune âge.,Addestrato fin da cucciolo.,こいぬのころから　トレーニングをうけてきた。,강아지 시절부터 훈련을 받아왔다.,Ha sido entrenado desde que era un cachorro.,Lo entrenaron desde que era un cachorro.,Foi treinado desde que era filhotinho.,Tresowany odkąd był szczeniakiem.,Er wurde schon als Welpe trainiert.,Его обучали ещё с щенячьего возраста.,Дресирований із щенячого віку.,它还是小狗的时候就开始接受训练了。
GUARDDOG_ART,"The ,the ,A ,a ,its,it,it","Le ,le ,Un ,un ,du ,au ,,le ,x","Il ,il ,Un ,un ,del ,al ,o,il ",,"은,이,을,과,으로","El ,el ,Un ,un ,del ,al ,o,el ","El ,el ,Un ,un ,del ,al ,o,el ","O ,o ,Um ,um ,o,seu ,ao ","jego,Psa Stróżującego,Psu Stróżującemu,Psa Stróżującego,,y,Psie Stróżującym","Der ,der ,Der ,der ,sein,den ,ihn,vom,,,Wächterhund,Wächterhundes,Wächterhund,Wächterhund","сторожевой пёс,сторожевого пса,сторожевому псу,сторожевого пса,сторожевом псе,,,ён,ся,ет,его","сторожовий собака,сторожового собаки,сторожовому собаці,сторожового собаку,сторожовим собаці,ов,в,ий,є,ить,його",",,一个,一个,它的,它,它"
HIPPIE_NAME,Hippie,Hippie,Hippy,おにいさん,히피,,,,Hipis,,Хиппи,Хіпі,嬉皮士
